"PIXEL_ID","REEF_ID","lon","lat","bleach_1998","bleach_2002","bleach_2016"
1,"11-195",143.24,-12,1,0,4
2,"12-003a",143.37,-12,1,0,4
3,"12-030",143.43,-12,1,0,4
4,"12-030",143.44,-12,1,0,4
5,"12-030",143.45,-12,1,0,4
6,"12-030",143.46,-12,1,0,4
7,"12-030",143.47,-12,1,0,3
8,"12-030",143.48,-12,1,0,3
9,"12-030",143.49,-12,1,0,3
10,"12-030",143.5,-12,1,0,3
11,"12-030",143.51,-12,1,0,3
12,"12-030",143.52,-12,1,0,3
13,"12-030",143.53,-12,1,0,3
14,"12-030",143.54,-12,1,0,3
15,"12-030",143.55,-12,1,0,3
16,"12-030",143.56,-12,1,0,3
17,"12-030",143.57,-12,1,0,3
18,"12-030",143.58,-12,1,0,3
19,"12-030",143.59,-12,1,0,3
20,"12-030",143.6,-12,1,0,3
21,"12-030",143.61,-12,1,0,3
22,"12-030",143.62,-12,1,0,3
23,"12-030",143.63,-12,1,0,3
24,"12-030",143.64,-12,1,0,3
25,"12-030",143.65,-12,1,0,3
26,"12-030",143.66,-12,1,0,3
27,"12-030",143.67,-12,1,0,3
28,"12-030",143.68,-12,1,0,2
29,"12-030",143.69,-12,1,0,2
30,"12-030",143.7,-12,1,0,2
31,"12-030",143.71,-12,1,0,2
32,"12-030",143.72,-12,1,0,2
33,"12-030",143.73,-12,1,0,2
34,"12-030",143.74,-12,1,0,2
35,"12-030",143.75,-12,1,0,2
36,"12-030",143.76,-12,1,0,2
37,"12-030",143.77,-12,1,0,2
38,"12-030",143.78,-12,1,0,2
39,"12-030",143.79,-12,1,0,2
40,"12-030",143.8,-12,1,0,2
41,"12-030",143.81,-12,1,0,2
42,"12-030",143.82,-12,0,0,2
43,"12-030",143.83,-12,0,0,2
44,"12-030",143.84,-12,0,0,2
45,"12-030",143.85,-12,0,0,2
46,"12-031",143.92,-12,0,0,3
47,"12-003a",143.35,-12.01,1,0,4
48,"12-003a",143.36,-12.01,1,0,4
49,"12-003a",143.37,-12.01,1,0,4
50,"12-003a",143.38,-12.01,1,0,4
51,"12-030",143.46,-12.01,1,0,4
52,"12-030",143.47,-12.01,1,0,3
53,"12-030",143.48,-12.01,1,0,3
54,"12-030",143.49,-12.01,1,0,3
55,"12-030",143.5,-12.01,1,0,3
56,"12-030",143.51,-12.01,1,0,3
57,"12-030",143.52,-12.01,1,0,3
58,"12-030",143.53,-12.01,1,0,3
59,"12-030",143.54,-12.01,1,0,3
60,"12-030",143.55,-12.01,1,0,3
61,"12-030",143.56,-12.01,1,0,3
62,"12-030",143.57,-12.01,1,0,3
63,"12-030",143.58,-12.01,1,0,3
64,"12-030",143.59,-12.01,1,0,3
65,"12-030",143.6,-12.01,1,0,3
66,"12-030",143.61,-12.01,1,0,3
67,"12-030",143.62,-12.01,1,0,3
68,"12-030",143.63,-12.01,1,0,3
69,"12-030",143.64,-12.01,1,0,3
70,"12-030",143.65,-12.01,1,0,3
71,"12-030",143.66,-12.01,1,0,3
72,"12-030",143.67,-12.01,1,0,3
73,"12-030",143.68,-12.01,1,0,2
74,"12-030",143.69,-12.01,1,0,2
75,"12-030",143.7,-12.01,1,0,2
76,"12-030",143.71,-12.01,1,0,2
77,"12-030",143.72,-12.01,1,0,2
78,"12-030",143.73,-12.01,1,0,2
79,"12-030",143.74,-12.01,1,0,2
80,"12-030",143.75,-12.01,1,0,2
81,"12-030",143.76,-12.01,1,0,2
82,"12-030",143.77,-12.01,1,0,2
83,"12-030",143.78,-12.01,1,0,2
84,"12-030",143.79,-12.01,1,0,2
85,"12-030",143.8,-12.01,1,0,2
86,"12-031",143.93,-12.01,0,0,3
87,"12-001",143.3,-12.02,1,0,4
88,"12-003a",143.35,-12.02,1,0,4
89,"12-003a",143.36,-12.02,1,0,4
90,"12-003a",143.37,-12.02,1,0,4
91,"12-003a",143.38,-12.02,1,0,4
92,"12-003a",143.39,-12.02,1,0,4
93,"12-003a",143.4,-12.02,1,0,4
94,"12-003a",143.41,-12.02,1,0,4
95,"12-003a",143.42,-12.02,1,0,4
96,"12-003a",143.43,-12.02,1,0,4
97,"12-030",143.48,-12.02,1,0,3
98,"12-030",143.49,-12.02,1,0,3
99,"12-030",143.5,-12.02,1,0,3
100,"12-030",143.51,-12.02,1,0,3
101,"12-030",143.52,-12.02,1,0,3
102,"12-030",143.53,-12.02,1,0,3
103,"12-030",143.54,-12.02,1,0,3
104,"12-030",143.55,-12.02,1,0,3
105,"12-030",143.56,-12.02,1,0,3
106,"12-030",143.57,-12.02,1,0,3
107,"12-030",143.58,-12.02,1,0,3
108,"12-030",143.59,-12.02,1,0,3
109,"12-030",143.6,-12.02,1,0,3
110,"12-030",143.61,-12.02,1,0,3
111,"12-030",143.62,-12.02,1,0,3
112,"12-030",143.63,-12.02,1,0,3
113,"12-030",143.64,-12.02,1,0,3
114,"12-030",143.65,-12.02,1,0,3
115,"12-030",143.66,-12.02,1,0,3
116,"12-030",143.67,-12.02,1,0,3
117,"12-030",143.68,-12.02,1,0,3
118,"12-030",143.69,-12.02,1,0,2
119,"12-030",143.7,-12.02,1,0,2
120,"12-030",143.71,-12.02,1,0,2
121,"12-030",143.72,-12.02,1,0,2
122,"12-030",143.73,-12.02,1,0,2
123,"12-030",143.74,-12.02,1,0,2
124,"12-030",143.75,-12.02,1,0,2
125,"12-030",143.76,-12.02,1,0,2
126,"12-030",143.77,-12.02,1,0,2
127,"12-030",143.78,-12.02,1,0,2
128,"12-030",143.79,-12.02,1,0,2
129,"12-032",143.96,-12.02,0,0,3
130,"12-001",143.3,-12.03,1,0,4
131,"12-003a",143.35,-12.03,1,0,4
132,"12-003a",143.36,-12.03,1,0,4
133,"12-003a",143.37,-12.03,1,0,4
134,"12-003a",143.38,-12.03,1,0,4
135,"12-003a",143.39,-12.03,1,0,4
136,"12-003a",143.4,-12.03,1,0,4
137,"12-003a",143.41,-12.03,1,0,4
138,"12-003a",143.42,-12.03,1,0,4
139,"12-003a",143.43,-12.03,1,0,4
140,"12-003a",143.44,-12.03,1,0,4
141,"12-003a",143.45,-12.03,1,0,4
142,"12-003a",143.46,-12.03,1,0,4
143,"12-030",143.51,-12.03,1,0,3
144,"12-030",143.52,-12.03,1,0,3
145,"12-030",143.53,-12.03,1,0,3
146,"12-030",143.54,-12.03,1,0,3
147,"12-030",143.55,-12.03,1,0,3
148,"12-030",143.56,-12.03,1,0,3
149,"12-030",143.57,-12.03,1,0,3
150,"12-030",143.58,-12.03,1,0,3
151,"12-030",143.59,-12.03,1,0,3
152,"12-030",143.6,-12.03,1,0,3
153,"12-030",143.61,-12.03,1,0,3
154,"12-030",143.62,-12.03,1,0,3
155,"12-030",143.63,-12.03,1,0,3
156,"12-030",143.64,-12.03,1,0,3
157,"12-030",143.65,-12.03,1,0,3
158,"12-030",143.66,-12.03,1,0,3
159,"12-030",143.67,-12.03,1,0,3
160,"12-030",143.68,-12.03,1,0,3
161,"12-030",143.69,-12.03,1,0,2
162,"12-030",143.7,-12.03,1,0,2
163,"12-030",143.71,-12.03,1,0,2
164,"12-030",143.72,-12.03,1,0,2
165,"12-030",143.73,-12.03,1,0,2
166,"12-030",143.74,-12.03,1,0,2
167,"12-030",143.75,-12.03,1,0,2
168,"12-030",143.76,-12.03,1,0,2
169,"12-030",143.77,-12.03,1,0,2
170,"12-030",143.78,-12.03,1,0,2
171,"12-037",143.97,-12.03,0,0,3
172,"12-003a",143.34,-12.04,1,0,4
173,"12-003a",143.35,-12.04,1,0,4
174,"12-003a",143.36,-12.04,1,0,4
175,"12-003a",143.37,-12.04,1,0,4
176,"12-003a",143.38,-12.04,1,0,4
177,"12-003a",143.39,-12.04,1,0,4
178,"12-003a",143.4,-12.04,1,0,4
179,"12-003a",143.41,-12.04,1,0,4
180,"12-003a",143.42,-12.04,1,0,4
181,"12-003a",143.43,-12.04,1,0,4
182,"12-003a",143.44,-12.04,1,0,4
183,"12-003a",143.45,-12.04,1,0,4
184,"12-003a",143.46,-12.04,1,0,4
185,"12-003a",143.47,-12.04,1,0,3
186,"12-003a",143.48,-12.04,1,0,3
187,"12-003a",143.49,-12.04,1,0,3
188,"12-030",143.53,-12.04,1,0,3
189,"12-030",143.54,-12.04,1,0,3
190,"12-030",143.55,-12.04,1,0,3
191,"12-030",143.56,-12.04,1,0,3
192,"12-030",143.57,-12.04,1,0,3
193,"12-030",143.58,-12.04,1,0,3
194,"12-030",143.59,-12.04,1,0,3
195,"12-030",143.6,-12.04,1,0,3
196,"12-030",143.61,-12.04,1,0,3
197,"12-030",143.62,-12.04,1,0,3
198,"12-030",143.63,-12.04,1,0,3
199,"12-030",143.64,-12.04,1,0,3
200,"12-030",143.65,-12.04,1,0,3
201,"12-030",143.66,-12.04,1,0,3
202,"12-030",143.67,-12.04,1,0,3
203,"12-030",143.68,-12.04,1,0,3
204,"12-030",143.69,-12.04,1,0,2
205,"12-030",143.7,-12.04,1,0,2
206,"12-030",143.71,-12.04,1,0,2
207,"12-030",143.72,-12.04,1,0,2
208,"12-030",143.73,-12.04,1,0,2
209,"12-030",143.74,-12.04,1,0,2
210,"12-030",143.75,-12.04,1,0,2
211,"12-030",143.76,-12.04,1,0,2
212,"12-030",143.77,-12.04,1,0,2
213,"12-030",143.78,-12.04,1,0,2
214,"12-036",143.83,-12.04,0,0,1
215,"12-036",143.84,-12.04,0,0,1
216,"12-034",143.86,-12.04,0,0,1
217,"12-034",143.87,-12.04,0,0,1
218,"12-034",143.88,-12.04,0,0,2
219,"12-034",143.89,-12.04,0,0,2
220,"12-003a",143.33,-12.05,1,0,4
221,"12-003a",143.34,-12.05,1,0,4
222,"12-003a",143.35,-12.05,1,0,4
223,"12-003a",143.36,-12.05,1,0,4
224,"12-003a",143.37,-12.05,1,0,4
225,"12-003a",143.38,-12.05,1,0,4
226,"12-003a",143.39,-12.05,1,0,4
227,"12-003a",143.4,-12.05,1,0,4
228,"12-003a",143.41,-12.05,1,0,4
229,"12-003a",143.42,-12.05,1,0,4
230,"12-003a",143.43,-12.05,1,0,4
231,"12-003a",143.44,-12.05,1,0,4
232,"12-003a",143.45,-12.05,1,0,4
233,"12-003a",143.46,-12.05,1,0,4
234,"12-003a",143.47,-12.05,1,0,4
235,"12-003a",143.48,-12.05,1,0,4
236,"12-003a",143.49,-12.05,1,0,3
237,"12-003a",143.5,-12.05,1,0,3
238,"12-003a",143.51,-12.05,1,0,3
239,"12-030",143.56,-12.05,1,0,3
240,"12-030",143.57,-12.05,1,0,3
241,"12-030",143.58,-12.05,1,0,3
242,"12-030",143.59,-12.05,1,0,3
243,"12-030",143.6,-12.05,1,0,3
244,"12-030",143.61,-12.05,1,0,3
245,"12-030",143.62,-12.05,1,0,3
246,"12-030",143.63,-12.05,1,0,3
247,"12-030",143.64,-12.05,1,0,3
248,"12-030",143.65,-12.05,1,0,3
249,"12-030",143.66,-12.05,1,0,3
250,"12-030",143.67,-12.05,1,0,3
251,"12-030",143.68,-12.05,1,0,3
252,"12-030",143.69,-12.05,1,0,2
253,"12-030",143.7,-12.05,1,0,2
254,"12-030",143.71,-12.05,1,0,2
255,"12-030",143.72,-12.05,1,0,2
256,"12-030",143.73,-12.05,1,0,2
257,"12-030",143.74,-12.05,1,0,2
258,"12-030",143.75,-12.05,1,0,2
259,"12-030",143.76,-12.05,1,0,2
260,"12-030",143.77,-12.05,1,0,2
261,"12-039",143.82,-12.05,0,0,1
262,"12-036",143.83,-12.05,0,0,1
263,"12-003a",143.33,-12.06,1,0,4
264,"12-003a",143.34,-12.06,1,0,4
265,"12-003a",143.35,-12.06,1,0,4
266,"12-003a",143.36,-12.06,1,0,4
267,"12-003a",143.37,-12.06,1,0,4
268,"12-003a",143.38,-12.06,1,0,4
269,"12-003a",143.39,-12.06,1,0,4
270,"12-003a",143.4,-12.06,1,0,4
271,"12-003a",143.41,-12.06,1,0,4
272,"12-003a",143.42,-12.06,1,0,4
273,"12-003a",143.43,-12.06,1,0,4
274,"12-003a",143.44,-12.06,1,0,4
275,"12-003a",143.45,-12.06,1,0,4
276,"12-003a",143.46,-12.06,1,0,4
277,"12-003a",143.47,-12.06,1,0,4
278,"12-003a",143.48,-12.06,1,0,4
279,"12-003a",143.49,-12.06,1,0,4
280,"12-003a",143.5,-12.06,1,0,3
281,"12-003a",143.51,-12.06,1,0,3
282,"12-003a",143.52,-12.06,1,0,3
283,"12-030",143.57,-12.06,1,0,3
284,"12-030",143.58,-12.06,1,0,3
285,"12-030",143.59,-12.06,1,0,3
286,"12-030",143.6,-12.06,1,0,3
287,"12-030",143.61,-12.06,1,0,3
288,"12-030",143.62,-12.06,1,0,3
289,"12-030",143.63,-12.06,1,0,3
290,"12-030",143.64,-12.06,1,0,3
291,"12-030",143.65,-12.06,1,0,3
292,"12-030",143.66,-12.06,1,0,3
293,"12-030",143.67,-12.06,1,0,3
294,"12-030",143.68,-12.06,1,0,3
295,"12-030",143.69,-12.06,1,0,2
296,"12-030",143.7,-12.06,1,0,2
297,"12-030",143.71,-12.06,1,0,2
298,"12-030",143.72,-12.06,1,0,2
299,"12-030",143.73,-12.06,1,0,2
300,"12-030",143.74,-12.06,1,0,2
301,"12-030",143.75,-12.06,1,0,2
302,"12-030",143.76,-12.06,1,0,2
303,"12-030",143.77,-12.06,1,0,2
304,"12-040",143.82,-12.06,0,0,1
305,"12-003a",143.32,-12.07,1,0,4
306,"12-003a",143.33,-12.07,1,0,4
307,"12-003a",143.34,-12.07,1,0,4
308,"12-003a",143.35,-12.07,1,0,4
309,"12-003a",143.36,-12.07,1,0,4
310,"12-003a",143.37,-12.07,1,0,4
311,"12-003a",143.38,-12.07,1,0,4
312,"12-003a",143.39,-12.07,1,0,4
313,"12-003a",143.4,-12.07,1,0,4
314,"12-003a",143.41,-12.07,1,0,4
315,"12-003a",143.42,-12.07,1,0,4
316,"12-003a",143.43,-12.07,1,0,4
317,"12-003a",143.44,-12.07,1,0,4
318,"12-003a",143.45,-12.07,1,0,4
319,"12-003a",143.46,-12.07,1,0,4
320,"12-003a",143.47,-12.07,1,0,4
321,"12-003a",143.48,-12.07,1,0,4
322,"12-003a",143.49,-12.07,1,0,4
323,"12-003a",143.5,-12.07,1,0,4
324,"12-003a",143.51,-12.07,1,0,3
325,"12-003a",143.52,-12.07,1,0,3
326,"12-030",143.59,-12.07,1,0,3
327,"12-030",143.6,-12.07,1,0,3
328,"12-030",143.61,-12.07,1,0,3
329,"12-030",143.62,-12.07,1,0,3
330,"12-030",143.63,-12.07,1,0,3
331,"12-030",143.64,-12.07,1,0,3
332,"12-030",143.65,-12.07,1,0,3
333,"12-030",143.66,-12.07,1,0,3
334,"12-030",143.67,-12.07,1,0,3
335,"12-030",143.68,-12.07,1,0,3
336,"12-030",143.69,-12.07,1,0,3
337,"12-030",143.7,-12.07,1,0,2
338,"12-030",143.71,-12.07,1,0,2
339,"12-030",143.72,-12.07,1,0,2
340,"12-030",143.73,-12.07,1,0,2
341,"12-030",143.74,-12.07,1,0,2
342,"12-030",143.75,-12.07,1,0,2
343,"12-040",143.8,-12.07,1,0,2
344,"12-037",143.93,-12.07,0,0,2
345,"12-037",143.98,-12.07,0,0,3
346,"12-007",143.31,-12.08,1,0,4
347,"12-003a",143.33,-12.08,1,0,4
348,"12-003a",143.34,-12.08,1,0,4
349,"12-003a",143.35,-12.08,1,0,4
350,"12-003a",143.36,-12.08,1,0,4
351,"12-003a",143.37,-12.08,1,0,4
352,"12-003a",143.38,-12.08,1,0,4
353,"12-003a",143.39,-12.08,1,0,4
354,"12-003a",143.4,-12.08,1,0,4
355,"12-003a",143.41,-12.08,1,0,4
356,"12-003a",143.42,-12.08,1,0,4
357,"12-003a",143.43,-12.08,1,0,4
358,"12-003a",143.44,-12.08,1,0,4
359,"12-003a",143.45,-12.08,1,0,4
360,"12-003a",143.46,-12.08,1,0,4
361,"12-003a",143.47,-12.08,1,0,4
362,"12-003a",143.48,-12.08,1,0,4
363,"12-003a",143.49,-12.08,1,0,4
364,"12-003a",143.5,-12.08,1,0,4
365,"12-003a",143.51,-12.08,1,0,4
366,"12-003a",143.52,-12.08,1,0,3
367,"12-003a",143.53,-12.08,1,0,3
368,"12-003a",143.54,-12.08,1,0,3
369,"12-003a",143.55,-12.08,1,0,3
370,"12-030",143.6,-12.08,1,0,3
371,"12-030",143.61,-12.08,1,0,3
372,"12-030",143.62,-12.08,1,0,3
373,"12-030",143.63,-12.08,1,0,3
374,"12-030",143.64,-12.08,1,0,3
375,"12-030",143.65,-12.08,1,0,3
376,"12-030",143.66,-12.08,1,0,3
377,"12-030",143.67,-12.08,1,0,3
378,"12-030",143.68,-12.08,1,0,3
379,"12-030",143.69,-12.08,1,0,3
380,"12-030",143.7,-12.08,1,0,2
381,"12-030",143.71,-12.08,1,0,2
382,"12-030",143.72,-12.08,1,0,2
383,"12-030",143.73,-12.08,1,0,2
384,"12-004",143.26,-12.09,1,0,4
385,"12-007",143.3,-12.09,1,0,4
386,"12-007",143.31,-12.09,1,0,4
387,"12-003a",143.32,-12.09,1,0,4
388,"12-003a",143.33,-12.09,1,0,4
389,"12-003a",143.34,-12.09,1,0,4
390,"12-003a",143.35,-12.09,1,0,4
391,"12-003a",143.36,-12.09,1,0,4
392,"12-003a",143.37,-12.09,1,0,4
393,"12-003a",143.38,-12.09,1,0,4
394,"12-003a",143.39,-12.09,1,0,4
395,"12-003a",143.4,-12.09,1,0,4
396,"12-003a",143.41,-12.09,1,0,4
397,"12-003a",143.42,-12.09,1,0,4
398,"12-003a",143.43,-12.09,1,0,4
399,"12-003a",143.44,-12.09,1,0,4
400,"12-003a",143.45,-12.09,1,0,4
401,"12-003a",143.46,-12.09,1,0,4
402,"12-003a",143.47,-12.09,1,0,4
403,"12-003a",143.48,-12.09,1,0,4
404,"12-003a",143.49,-12.09,1,0,4
405,"12-003a",143.5,-12.09,1,0,4
406,"12-003a",143.51,-12.09,1,0,4
407,"12-003a",143.52,-12.09,1,0,3
408,"12-003a",143.53,-12.09,1,0,3
409,"12-003a",143.57,-12.09,1,0,3
410,"12-030",143.61,-12.09,1,0,3
411,"12-030",143.63,-12.09,1,0,3
412,"12-030",143.64,-12.09,1,0,3
413,"12-030",143.65,-12.09,1,0,3
414,"12-030",143.66,-12.09,1,0,3
415,"12-030",143.67,-12.09,1,0,3
416,"12-030",143.68,-12.09,1,0,3
417,"12-030",143.69,-12.09,1,0,3
418,"12-030",143.7,-12.09,1,0,2
419,"12-030",143.71,-12.09,1,0,2
420,"12-030",143.72,-12.09,1,0,2
421,"12-030",143.73,-12.09,1,0,2
422,"12-030",143.74,-12.09,1,0,2
423,"12-037",143.97,-12.09,0,0,3
424,"12-004",143.27,-12.1,1,0,4
425,"12-007",143.3,-12.1,1,0,4
426,"12-007",143.31,-12.1,1,0,4
427,"12-007",143.32,-12.1,1,0,4
428,"12-007",143.33,-12.1,1,0,4
429,"12-003a",143.35,-12.1,1,0,4
430,"12-003a",143.36,-12.1,1,0,4
431,"12-003a",143.37,-12.1,1,0,4
432,"12-003a",143.38,-12.1,1,0,4
433,"12-003a",143.39,-12.1,1,0,4
434,"12-003a",143.4,-12.1,1,0,4
435,"12-003a",143.41,-12.1,1,0,4
436,"12-003a",143.42,-12.1,1,0,4
437,"12-003a",143.43,-12.1,1,0,4
438,"12-003a",143.44,-12.1,1,0,4
439,"12-003a",143.45,-12.1,1,0,4
440,"12-003a",143.46,-12.1,1,0,4
441,"12-003a",143.47,-12.1,1,0,4
442,"12-003a",143.48,-12.1,1,0,4
443,"12-003a",143.49,-12.1,1,0,4
444,"12-003a",143.5,-12.1,1,0,4
445,"12-003a",143.51,-12.1,1,0,4
446,"12-003a",143.52,-12.1,1,0,3
447,"12-003a",143.53,-12.1,1,0,3
448,"12-003a",143.54,-12.1,1,0,3
449,"12-003a",143.55,-12.1,1,0,3
450,"12-003a",143.56,-12.1,1,0,3
451,"12-003a",143.57,-12.1,1,0,3
452,"12-003a",143.58,-12.1,1,0,3
453,"12-030",143.65,-12.1,1,0,3
454,"12-030",143.66,-12.1,1,0,3
455,"12-030",143.67,-12.1,1,0,3
456,"12-030",143.68,-12.1,1,0,3
457,"12-030",143.69,-12.1,1,0,3
458,"12-030",143.7,-12.1,1,0,3
459,"12-030",143.71,-12.1,1,0,2
460,"12-030",143.72,-12.1,1,0,2
461,"12-030",143.73,-12.1,1,0,2
462,"12-030",143.74,-12.1,1,0,2
463,"12-037",143.97,-12.1,0,0,3
464,"12-004",143.26,-12.11,1,0,4
465,"12-007",143.31,-12.11,1,0,4
466,"12-007",143.32,-12.11,1,0,4
467,"12-007",143.33,-12.11,1,0,4
468,"12-007",143.34,-12.11,1,0,4
469,"12-003b",143.35,-12.11,1,0,4
470,"12-003a",143.36,-12.11,1,0,4
471,"12-003a",143.37,-12.11,1,0,4
472,"12-003a",143.38,-12.11,1,0,4
473,"12-003a",143.39,-12.11,1,0,4
474,"12-003a",143.4,-12.11,1,0,4
475,"12-003a",143.41,-12.11,1,0,4
476,"12-003a",143.42,-12.11,1,0,4
477,"12-003a",143.43,-12.11,1,0,4
478,"12-003a",143.44,-12.11,1,0,4
479,"12-003a",143.45,-12.11,1,0,4
480,"12-003a",143.46,-12.11,1,0,4
481,"12-003a",143.47,-12.11,1,0,4
482,"12-003a",143.48,-12.11,1,0,4
483,"12-003a",143.49,-12.11,1,0,4
484,"12-003a",143.5,-12.11,1,0,4
485,"12-003a",143.51,-12.11,1,0,4
486,"12-003a",143.52,-12.11,1,0,3
487,"12-003a",143.53,-12.11,1,0,3
488,"12-003a",143.54,-12.11,1,0,3
489,"12-003a",143.55,-12.11,1,0,3
490,"12-003a",143.56,-12.11,1,0,3
491,"12-003a",143.57,-12.11,1,0,3
492,"12-003a",143.58,-12.11,1,0,3
493,"12-003a",143.59,-12.11,1,0,3
494,"12-003a",143.6,-12.11,1,0,3
495,"12-003a",143.61,-12.11,1,0,3
496,"12-030",143.66,-12.11,1,0,3
497,"12-030",143.67,-12.11,1,0,3
498,"12-030",143.68,-12.11,1,0,3
499,"12-030",143.69,-12.11,1,0,3
500,"12-030",143.7,-12.11,1,0,3
501,"12-030",143.71,-12.11,1,0,2
502,"12-030",143.72,-12.11,1,0,2
503,"12-030",143.73,-12.11,1,0,2
504,"12-030",143.74,-12.11,1,0,2
505,"12-030",143.75,-12.11,1,0,2
506,"12-043a",143.81,-12.11,1,0,3
507,"12-007",143.31,-12.12,1,0,4
508,"12-007",143.32,-12.12,1,0,4
509,"12-007",143.33,-12.12,1,0,4
510,"12-007",143.34,-12.12,1,0,4
511,"12-003a",143.36,-12.12,1,0,4
512,"12-003a",143.37,-12.12,1,0,4
513,"12-003a",143.38,-12.12,1,0,4
514,"12-003a",143.39,-12.12,1,0,4
515,"12-003a",143.4,-12.12,1,0,4
516,"12-003a",143.41,-12.12,1,0,4
517,"12-003a",143.42,-12.12,1,0,4
518,"12-003a",143.43,-12.12,1,0,4
519,"12-003a",143.44,-12.12,1,0,4
520,"12-003a",143.45,-12.12,1,0,4
521,"12-003a",143.46,-12.12,1,0,4
522,"12-003a",143.47,-12.12,1,0,4
523,"12-003a",143.48,-12.12,1,0,4
524,"12-003a",143.49,-12.12,1,0,4
525,"12-003a",143.5,-12.12,1,0,4
526,"12-003a",143.51,-12.12,1,0,4
527,"12-003a",143.52,-12.12,1,0,3
528,"12-003a",143.53,-12.12,1,0,3
529,"12-003a",143.54,-12.12,1,0,3
530,"12-003a",143.55,-12.12,1,0,3
531,"12-003a",143.56,-12.12,1,0,3
532,"12-003a",143.57,-12.12,1,0,3
533,"12-003a",143.58,-12.12,1,0,3
534,"12-003a",143.59,-12.12,1,0,3
535,"12-003a",143.6,-12.12,1,0,3
536,"12-003a",143.61,-12.12,1,0,3
537,"12-003a",143.62,-12.12,1,0,3
538,"12-030",143.66,-12.12,1,0,3
539,"12-030",143.67,-12.12,1,0,3
540,"12-030",143.68,-12.12,1,0,3
541,"12-030",143.69,-12.12,1,0,3
542,"12-030",143.7,-12.12,1,0,3
543,"12-030",143.71,-12.12,1,0,2
544,"12-030",143.72,-12.12,1,0,2
545,"12-030",143.73,-12.12,1,0,2
546,"12-030",143.74,-12.12,1,0,2
547,"12-043a",143.81,-12.12,1,0,3
548,"12-006",143.27,-12.13,0,0,4
549,"12-007",143.32,-12.13,1,0,4
550,"12-007",143.33,-12.13,1,0,4
551,"12-007",143.34,-12.13,1,0,4
552,"12-007",143.35,-12.13,1,0,4
553,"12-003a",143.38,-12.13,1,0,4
554,"12-003a",143.39,-12.13,1,0,4
555,"12-003a",143.4,-12.13,1,0,4
556,"12-003a",143.41,-12.13,1,0,4
557,"12-003a",143.42,-12.13,1,0,4
558,"12-003a",143.43,-12.13,1,0,4
559,"12-003a",143.44,-12.13,1,0,4
560,"12-003a",143.45,-12.13,1,0,4
561,"12-003a",143.46,-12.13,1,0,4
562,"12-003a",143.47,-12.13,1,0,4
563,"12-003a",143.48,-12.13,1,0,4
564,"12-003a",143.49,-12.13,1,0,4
565,"12-003a",143.5,-12.13,1,0,4
566,"12-003a",143.51,-12.13,1,0,3
567,"12-003a",143.52,-12.13,1,0,3
568,"12-003a",143.53,-12.13,1,0,3
569,"12-003a",143.54,-12.13,1,0,3
570,"12-003a",143.55,-12.13,1,0,3
571,"12-003a",143.56,-12.13,1,0,3
572,"12-003a",143.57,-12.13,1,0,3
573,"12-003a",143.58,-12.13,1,0,3
574,"12-003a",143.59,-12.13,1,0,3
575,"12-003a",143.6,-12.13,1,0,3
576,"12-003a",143.61,-12.13,1,0,3
577,"12-003a",143.62,-12.13,1,0,3
578,"12-030",143.66,-12.13,1,0,3
579,"12-030",143.67,-12.13,1,0,3
580,"12-030",143.68,-12.13,1,0,3
581,"12-030",143.69,-12.13,1,0,3
582,"12-030",143.7,-12.13,1,0,3
583,"12-030",143.71,-12.13,1,0,3
584,"12-030",143.72,-12.13,1,0,2
585,"12-030",143.73,-12.13,1,0,2
586,"12-030",143.74,-12.13,1,0,2
587,"12-030",143.75,-12.13,1,0,2
588,"12-043a",143.81,-12.13,1,0,3
589,"12-006",143.28,-12.14,0,0,4
590,"12-007",143.33,-12.14,1,0,4
591,"12-007",143.34,-12.14,1,0,4
592,"12-007",143.35,-12.14,1,0,4
593,"12-007",143.36,-12.14,1,0,4
594,"12-007",143.37,-12.14,1,0,4
595,"12-007",143.38,-12.14,1,0,4
596,"12-007",143.39,-12.14,1,0,4
597,"12-007",143.4,-12.14,1,0,4
598,"12-003a",143.43,-12.14,1,0,4
599,"12-003a",143.44,-12.14,1,0,4
600,"12-003a",143.45,-12.14,1,0,4
601,"12-003a",143.46,-12.14,1,0,4
602,"12-003a",143.47,-12.14,1,0,4
603,"12-003a",143.48,-12.14,1,0,4
604,"12-003a",143.49,-12.14,1,0,4
605,"12-003a",143.5,-12.14,1,0,4
606,"12-003a",143.51,-12.14,1,0,3
607,"12-003a",143.52,-12.14,1,0,3
608,"12-003a",143.53,-12.14,1,0,3
609,"12-003a",143.54,-12.14,1,0,3
610,"12-003a",143.55,-12.14,1,0,3
611,"12-003a",143.56,-12.14,1,0,3
612,"12-003a",143.57,-12.14,1,0,3
613,"12-003a",143.58,-12.14,1,0,3
614,"12-003a",143.59,-12.14,1,0,3
615,"12-003a",143.6,-12.14,1,0,3
616,"12-003a",143.61,-12.14,1,0,3
617,"12-030",143.65,-12.14,1,0,3
618,"12-030",143.66,-12.14,1,0,3
619,"12-030",143.67,-12.14,1,0,3
620,"12-030",143.68,-12.14,1,0,3
621,"12-030",143.69,-12.14,1,0,3
622,"12-030",143.7,-12.14,1,0,3
623,"12-030",143.71,-12.14,1,0,3
624,"12-030",143.72,-12.14,1,0,2
625,"12-030",143.73,-12.14,1,0,2
626,"12-030",143.74,-12.14,1,0,2
