"PIXEL_ID","lon","lat","REEF_ID","REEF_NAME","Hs4MW_1985","Hs4MW_1986","Hs4MW_1987","Hs4MW_1988","Hs4MW_1989","Hs4MW_1990","Hs4MW_1991","Hs4MW_1992","Hs4MW_1993","Hs4MW_1994","Hs4MW_1995","Hs4MW_1996","Hs4MW_1997","Hs4MW_1998","Hs4MW_1999","Hs4MW_2000","Hs4MW_2001","Hs4MW_2002","Hs4MW_2003","Hs4MW_2004","Hs4MW_2005","Hs4MW_2006","Hs4MW_2007","Hs4MW_2008","Hs4MW_2009","Hs4MW_2010","Hs4MW_2011","Hs4MW_2012","Hs4MW_2013","Hs4MW_2014","Hs4MW_2015","Hs4MW_2016","Hs4MW_2017"
1,143.24,-12,"11-195","South Reef (11-195)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
2,143.37,-12,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
3,143.43,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
4,143.44,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
5,143.45,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
6,143.46,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
7,143.47,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
8,143.48,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
9,143.49,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
10,143.5,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
11,143.51,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
12,143.52,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
13,143.53,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
14,143.54,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
15,143.55,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
16,143.56,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
17,143.57,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
18,143.58,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
19,143.59,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
20,143.6,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
21,143.61,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
22,143.62,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
23,143.63,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
24,143.64,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
25,143.65,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
26,143.66,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
27,143.67,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
28,143.68,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
29,143.69,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
30,143.7,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
31,143.71,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
32,143.72,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
33,143.73,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
34,143.74,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
35,143.75,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
36,143.76,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
37,143.77,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
38,143.78,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
39,143.79,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
40,143.8,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
41,143.81,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
42,143.82,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
43,143.83,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
44,143.84,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
45,143.85,-12,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
46,143.92,-12,"12-031","U/N Reef (12-031)",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
47,143.35,-12.01,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
48,143.36,-12.01,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
49,143.37,-12.01,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
50,143.38,-12.01,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
51,143.46,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
52,143.47,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
53,143.48,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
54,143.49,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
55,143.5,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
56,143.51,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
57,143.52,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
58,143.53,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
59,143.54,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
60,143.55,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
61,143.56,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
62,143.57,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
63,143.58,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
64,143.59,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
65,143.6,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
66,143.61,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
67,143.62,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
68,143.63,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
69,143.64,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
70,143.65,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
71,143.66,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
72,143.67,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
73,143.68,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
74,143.69,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
75,143.7,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
76,143.71,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
77,143.72,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
78,143.73,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
79,143.74,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
80,143.75,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
81,143.76,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
82,143.77,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
83,143.78,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
84,143.79,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
85,143.8,-12.01,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
86,143.93,-12.01,"12-031","U/N Reef (12-031)",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA
87,143.3,-12.02,"12-001","Haggerston Reef (12-001)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
88,143.35,-12.02,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
89,143.36,-12.02,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
90,143.37,-12.02,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
91,143.38,-12.02,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
92,143.39,-12.02,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
93,143.4,-12.02,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
94,143.41,-12.02,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
95,143.42,-12.02,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
96,143.43,-12.02,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
97,143.48,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
98,143.49,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
99,143.5,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
100,143.51,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
101,143.52,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
102,143.53,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
103,143.54,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
104,143.55,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
105,143.56,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
106,143.57,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
107,143.58,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
108,143.59,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
109,143.6,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
110,143.61,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
111,143.62,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
112,143.63,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
113,143.64,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
114,143.65,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
115,143.66,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
116,143.67,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
117,143.68,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
118,143.69,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
119,143.7,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
120,143.71,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
121,143.72,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
122,143.73,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
123,143.74,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
124,143.75,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
125,143.76,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
126,143.77,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
127,143.78,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
128,143.79,-12.02,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
129,143.96,-12.02,"12-032","U/N Reef (12-032)",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA
130,143.3,-12.03,"12-001","Haggerston Reef (12-001)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
131,143.35,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
132,143.36,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
133,143.37,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
134,143.38,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
135,143.39,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
136,143.4,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
137,143.41,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
138,143.42,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
139,143.43,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
140,143.44,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
141,143.45,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
142,143.46,-12.03,"12-003a","Mason Reef (12-003a)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
143,143.51,-12.03,"12-030","U/N Reef (12-030)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
