"PIXEL_ID","lon","lat","REEF_ID","REEF_NAME","Hs4MW_1985","Hs4MW_1986","Hs4MW_1987","Hs4MW_1988","Hs4MW_1989","Hs4MW_1990","Hs4MW_1991","Hs4MW_1992","Hs4MW_1993","Hs4MW_1994","Hs4MW_1995","Hs4MW_1996","Hs4MW_1997","Hs4MW_1998","Hs4MW_1999","Hs4MW_2000","Hs4MW_2001","Hs4MW_2002","Hs4MW_2003","Hs4MW_2004","Hs4MW_2005","Hs4MW_2006","Hs4MW_2007","Hs4MW_2008","Hs4MW_2009","Hs4MW_2010","Hs4MW_2011","Hs4MW_2012","Hs4MW_2013","Hs4MW_2014","Hs4MW_2015","Hs4MW_2016","Hs4MW_2017"
2465,143.79,-13.35,"13-055","Peter Reef (13-055)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2466,143.96,-13.35,"13-050a","U/N Reef (13-050a)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,28,0,NA
2467,143.97,-13.35,"13-050a","U/N Reef (13-050a)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,28,0,NA
2468,143.77,-13.36,"13-055","Peter Reef (13-055)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,22,0,NA
2469,143.7,-13.37,"13-059","Ellis Reef (13-059)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,21,0,NA
2470,143.71,-13.37,"13-059","Ellis Reef (13-059)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,21,0,NA
2471,143.96,-13.37,"13-056","Sand Bank No 8 Reef (13-056)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,28,0,NA
2472,143.97,-13.37,"13-056","Sand Bank No 8 Reef (13-056)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,28,0,NA
2473,143.97,-13.38,"13-061a","U/N Reef (13-061a)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,28,0,NA
2474,143.7,-13.39,"13-059","Ellis Reef (13-059)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,21,0,NA
2475,143.74,-13.39,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,22,0,NA
2476,143.75,-13.39,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,22,0,NA
2477,143.76,-13.39,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,22,0,NA
2478,143.77,-13.39,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,23,0,NA
2479,143.96,-13.39,"13-061a","U/N Reef (13-061a)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,28,0,NA
2480,143.97,-13.39,"13-061a","U/N Reef (13-061a)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,28,0,NA
2481,143.98,-13.39,"13-061a","U/N Reef (13-061a)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,28,0,NA
2482,143.74,-13.4,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,22,0,NA
2483,143.75,-13.4,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,22,0,NA
2484,143.76,-13.4,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,23,0,NA
2485,143.77,-13.4,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,23,0,NA
2486,143.78,-13.4,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,24,0,NA
2487,143.97,-13.4,"13-061a","U/N Reef (13-061a)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,28,0,NA
2488,143.98,-13.4,"13-061a","U/N Reef (13-061a)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,28,0,NA
2489,143.74,-13.41,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2490,143.75,-13.41,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2491,143.76,-13.41,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2492,143.8,-13.41,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2493,143.81,-13.41,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2494,143.82,-13.41,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2495,143.83,-13.41,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2496,143.84,-13.41,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,26,0,NA
2497,143.97,-13.41,"13-061a","U/N Reef (13-061a)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2498,143.98,-13.41,"13-061a","U/N Reef (13-061a)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2499,143.99,-13.41,"13-061a","U/N Reef (13-061a)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2500,143.63,-13.42,"13-062","Roskruge Reef (13-062)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,16,0,NA
2501,143.73,-13.42,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2502,143.74,-13.42,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2503,143.75,-13.42,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2504,143.76,-13.42,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2505,143.77,-13.42,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2506,143.8,-13.42,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2507,143.81,-13.42,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2508,143.82,-13.42,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2509,143.83,-13.42,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2510,143.84,-13.42,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,26,0,NA
2511,143.97,-13.42,"13-061b","U/N Reef (13-061b)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2512,143.98,-13.42,"13-061b","U/N Reef (13-061b)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2513,143.99,-13.42,"13-061a","U/N Reef (13-061a)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2514,143.69,-13.43,"13-064","North Khandalla Shoal (13-064)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,20,0,NA
2515,143.72,-13.43,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2516,143.73,-13.43,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2517,143.74,-13.43,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2518,143.75,-13.43,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2519,143.77,-13.43,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2520,143.79,-13.43,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2521,143.8,-13.43,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2522,143.81,-13.43,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2523,143.82,-13.43,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2524,143.83,-13.43,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2525,143.84,-13.43,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,26,0,NA
2526,143.97,-13.43,"13-061b","U/N Reef (13-061b)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2527,143.98,-13.43,"13-061b","U/N Reef (13-061b)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2528,143.72,-13.44,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2529,143.73,-13.44,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2530,143.74,-13.44,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2531,143.76,-13.44,"13-060","Blanchard Reef (13-060)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2532,143.8,-13.44,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2533,143.81,-13.44,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2534,143.82,-13.44,"13-063","U/N Reef (13-063)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2535,143.97,-13.44,"13-061c","Sand Bank No 7 Reef (13-061c)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2536,143.98,-13.44,"13-061c","Sand Bank No 7 Reef (13-061c)",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,28,0,NA
2537,144.06,-13.46,"13-074","U/N Reef (13-074)",5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,30,0,NA
2538,144.07,-13.46,"13-074","U/N Reef (13-074)",5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,30,0,NA
2539,143.74,-13.47,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2540,143.75,-13.47,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2541,143.76,-13.47,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2542,143.84,-13.47,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,26,0,NA
2543,143.85,-13.47,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,26,0,NA
2544,144.05,-13.47,"13-074","U/N Reef (13-074)",4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,30,0,NA
2545,144.06,-13.47,"13-074","U/N Reef (13-074)",5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,30,0,NA
2546,143.73,-13.48,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2547,143.74,-13.48,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2548,143.84,-13.48,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,25,0,NA
2549,144.03,-13.48,"13-074","U/N Reef (13-074)",4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,29,0,NA
2550,144.04,-13.48,"13-074","U/N Reef (13-074)",4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,29,0,NA
2551,144.05,-13.48,"13-074","U/N Reef (13-074)",4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,30,0,NA
2552,144.06,-13.48,"13-074","U/N Reef (13-074)",5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2553,143.72,-13.49,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2554,143.73,-13.49,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2555,143.74,-13.49,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2556,143.75,-13.49,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2557,143.83,-13.49,"13-076","Ogilvie Reef (13-076)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,25,0,NA
2558,143.84,-13.49,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,25,0,NA
2559,143.9,-13.49,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,27,0,NA
2560,144.04,-13.49,"13-074","U/N Reef (13-074)",4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,29,0,NA
2561,144.05,-13.49,"13-074","U/N Reef (13-074)",4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,30,0,NA
2562,144.06,-13.49,"13-074","U/N Reef (13-074)",5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2563,143.72,-13.5,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2564,143.73,-13.5,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2565,143.74,-13.5,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,23,0,NA
2566,143.82,-13.5,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,25,0,NA
2567,143.83,-13.5,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,25,0,NA
2568,143.89,-13.5,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,27,0,NA
2569,143.9,-13.5,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,27,0,NA
2570,143.91,-13.5,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,27,0,NA
2571,144.07,-13.5,"13-116","U/N Reef (13-116)",5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2572,143.72,-13.51,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2573,143.73,-13.51,"13-072","Morris Island Reef (13-072)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,22,0,NA
2574,143.8,-13.51,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,24,0,NA
2575,143.81,-13.51,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,24,0,NA
2576,143.82,-13.51,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,25,0,NA
2577,143.88,-13.51,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,26,0,NA
2578,143.89,-13.51,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,27,0,NA
2579,143.9,-13.51,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,27,0,NA
2580,143.91,-13.51,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,27,0,NA
2581,144.07,-13.51,"13-116","U/N Reef (13-116)",5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2582,144.08,-13.51,"13-116","U/N Reef (13-116)",5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2583,144.09,-13.51,"13-116","U/N Reef (13-116)",5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2584,143.62,-13.52,"13-134","U/N Reef (13-134)",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,15,0,NA
2585,143.8,-13.52,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,24,0,NA
2586,143.81,-13.52,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,24,0,NA
2587,143.82,-13.52,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,25,0,NA
2588,143.86,-13.52,"13-077","U/N Reef (13-077)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,26,0,NA
2589,143.87,-13.52,"13-077","U/N Reef (13-077)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,26,0,NA
2590,143.88,-13.52,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,26,0,NA
2591,143.89,-13.52,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,27,0,NA
2592,143.9,-13.52,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,27,0,NA
2593,144.07,-13.52,"13-116","U/N Reef (13-116)",5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2594,144.08,-13.52,"13-116","U/N Reef (13-116)",5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2595,144.09,-13.52,"13-116","U/N Reef (13-116)",5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2596,143.78,-13.53,"13-076","Ogilvie Reef (13-076)",0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,23,0,NA
2597,143.79,-13.53,"13-076","Ogilvie Reef (13-076)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,24,0,NA
2598,143.85,-13.53,"13-077","U/N Reef (13-077)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,26,0,NA
2599,143.87,-13.53,"13-077","U/N Reef (13-077)",1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,26,0,NA
2600,143.88,-13.53,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,26,0,NA
2601,143.89,-13.53,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,26,0,NA
2602,143.9,-13.53,"13-077","U/N Reef (13-077)",2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,27,0,NA
2603,144.07,-13.53,"13-116","U/N Reef (13-116)",5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
2604,144.08,-13.53,"13-116","U/N Reef (13-116)",5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,31,0,NA
