"PIXEL_ID","REEF_ID","REEF_NAME","LONG","LAT","COTS_1985","COTS_1986","COTS_1987","COTS_1988","COTS_1989","COTS_1990","COTS_1991","COTS_1992","COTS_1993","COTS_1994","COTS_1995","COTS_1996","COTS_1997","COTS_1998","COTS_1999","COTS_2000","COTS_2001","COTS_2002","COTS_2003","COTS_2004","COTS_2005","COTS_2006","COTS_2007","COTS_2008","COTS_2009","COTS_2010","COTS_2011","COTS_2012","COTS_2013","COTS_2014","COTS_2015","COTS_2016","COTS_2017"
8432,"19-063a","Kangaroo Reef (East) (19-063a)",148.65,-19.25,3e-04,1.3237,2.2815,4.2161,2.282,0.4737,0.048,0.067,0.0114,0,0,0,0.0118,0.0178,0.0149,0.0205,9e-04,0.7821,0.7163,0.3153,0.4152,NA,0.3408,NA,NA,NA,0,NA,0.0217,NA,0.0099,NA,0
8433,"19-063a","Kangaroo Reef (East) (19-063a)",148.66,-19.25,5e-04,1.346,1.5634,4.1126,2.2474,0.422,0.048,0.073,0.0111,0,0,1e-04,0.0114,0.0179,0.0158,0.02,0.0016,0.7572,0.2024,0.0869,0.4199,NA,0.3504,NA,NA,NA,0,NA,0.0216,NA,0.0091,NA,0
8434,"19-063a","Kangaroo Reef (East) (19-063a)",148.67,-19.25,7e-04,1.3676,1.5058,3.9849,2.1954,0.3807,0.0481,0.0734,0.0108,0,0,1e-04,0.011,0.0181,0.0166,0.0195,0.0026,0.7324,0.1998,0.0852,0.4245,NA,0.3601,NA,NA,NA,0,NA,0.0215,NA,0.0083,NA,0
8435,"19-063a","Kangaroo Reef (East) (19-063a)",148.68,-19.25,9e-04,1.3882,1.4451,3.8468,2.1253,0.3471,0.0482,0.0738,0.0106,0,0,2e-04,0.0107,0.0183,0.0173,0.019,0.0039,0.7076,0.1972,0.0835,0.429,NA,0.3697,NA,NA,NA,0,NA,0.0213,NA,0.0076,NA,0
8436,"19-295","U/N Reef (19-295)",149.16,-19.25,0.0015,3.6606,0.1687,0.7254,0.6207,0.1528,0.0172,0.0604,0.015,0.0117,0,0.0038,0.0031,0.0055,0.0132,0.0061,0.0112,0.2065,NA,0.0221,0.8446,NA,0.4216,NA,0,0,0,NA,0.0148,NA,6e-04,NA,0
8437,"19-295","U/N Reef (19-295)",149.17,-19.25,0.0011,3.6701,0.176,0.5713,0.6082,0.1559,0.0191,0.0598,0.0161,0.0118,0,0.0038,0.002,0.0055,0.013,0.0032,0.0113,0.2098,NA,0.0222,0.815,NA,0.3535,NA,0,0,0,NA,0.0146,NA,7e-04,NA,0
8438,"19-310","U/N Reef (19-310)",149.34,-19.25,0.0011,NA,0.0617,0.1049,0.3055,0.172,0.0336,0.0431,0.0181,0.0129,0,0.0034,0.0015,0.0047,0.0096,0.0035,0.0115,0.0029,NA,0.0193,0.4052,NA,0.2356,NA,0.0071,0,0,NA,0.0108,NA,0.0011,NA,0
8439,"19-310","U/N Reef (19-310)",149.35,-19.25,0.0011,NA,0.0106,0.0441,0.2109,0.1368,0.0336,0.0423,0.0199,0.013,0,0.0035,7e-04,0.004,0.0072,0.0022,0.0116,0.0016,NA,0.0192,0.4016,NA,0.245,NA,0.0072,0,0,NA,0.0107,NA,0,NA,0
8440,"19-063b","Kangaroo Reef (West) (19-063b)",148.55,-19.26,0,1.0918,2.6494,4.5974,2.7867,1.7024,0.0357,0.0731,0,NA,0,0,0.0159,0.0204,0.0357,0.0248,0,1.0521,0.5622,0.4418,0.3483,NA,0.2411,NA,NA,NA,0,NA,0.0345,NA,0.0198,NA,0
8441,"19-063a","Kangaroo Reef (East) (19-063a)",148.57,-19.26,2e-04,1.1544,2.6219,4.6409,2.7034,1.5315,0.038,0.0744,0.0016,NA,0,0,0.0151,0.0196,0.0332,0.0243,4e-04,1.0162,0.5938,0.4259,0.3674,NA,0.2629,NA,NA,NA,0,NA,0.0342,NA,0.0178,NA,0
8442,"19-063a","Kangaroo Reef (East) (19-063a)",148.58,-19.26,4e-04,1.1844,2.6002,4.637,2.6577,1.3551,0.0408,0.0751,0.0039,NA,0,0,0.0147,0.0193,0.0291,0.0239,8e-04,0.9958,0.6091,0.4181,0.3758,NA,0.2737,NA,NA,NA,0,NA,0.0341,NA,0.0168,NA,0
8443,"19-063a","Kangaroo Reef (East) (19-063a)",148.59,-19.26,4e-04,1.2134,2.5732,4.6169,2.5969,1.1621,0.0435,0.0644,0.0068,0,0,0,0.0141,0.0186,0.0237,0.0232,9e-04,0.956,0.6242,0.3786,0.3762,NA,0.2791,NA,NA,NA,0,NA,0.0269,NA,0.0154,NA,0
8444,"19-063a","Kangaroo Reef (East) (19-063a)",148.6,-19.26,3e-04,1.2414,2.5407,4.5814,2.547,0.9787,0.046,0.0648,0.0094,0,0,0,0.0137,0.0184,0.0186,0.0228,7e-04,0.9325,0.6389,0.371,0.3829,NA,0.2893,NA,NA,NA,0,NA,0.0268,NA,0.0144,NA,0
8445,"19-063a","Kangaroo Reef (East) (19-063a)",148.61,-19.26,2e-04,1.2685,2.5026,4.5312,2.4959,0.8194,0.0474,0.0653,0.0111,0,0,0,0.0134,0.0182,0.0154,0.0224,4e-04,0.9081,0.6533,0.3634,0.3891,NA,0.2995,NA,NA,NA,0,NA,0.0267,NA,0.0135,NA,0
8446,"19-063a","Kangaroo Reef (East) (19-063a)",148.62,-19.26,1e-04,1.2947,2.459,4.467,2.4438,0.6888,0.048,0.0658,0.0118,0,0,0,0.013,0.0181,0.014,0.022,2e-04,0.8831,0.6674,0.356,0.3949,NA,0.3097,NA,NA,NA,0,NA,0.0265,NA,0.0126,NA,0
8447,"19-063a","Kangaroo Reef (East) (19-063a)",148.63,-19.26,1e-04,1.3198,2.4099,4.3896,2.3912,0.5856,0.0481,0.0663,0.0118,0,0,0,0.0124,0.0177,0.0138,0.0211,2e-04,0.8396,0.6812,0.3237,0.4002,NA,0.3199,NA,NA,NA,0,NA,0.022,NA,0.0117,NA,0
8448,"19-063a","Kangaroo Reef (East) (19-063a)",148.64,-19.26,2e-04,1.344,2.3552,4.2996,2.338,0.5058,0.048,0.0668,0.0116,0,0,0,0.012,0.0176,0.0143,0.0206,5e-04,0.8136,0.6947,0.3168,0.4053,NA,0.33,NA,NA,NA,0,NA,0.0219,NA,0.0108,NA,0
8449,"19-063a","Kangaroo Reef (East) (19-063a)",148.65,-19.26,3e-04,1.3673,2.295,4.1977,2.2846,0.4445,0.0479,0.0672,0.0113,0,0,0,0.0116,0.0177,0.0151,0.0201,0.001,0.7874,0.7079,0.3101,0.4101,NA,0.3402,NA,NA,NA,0,NA,0.0218,NA,0.01,NA,0
8450,"19-063a","Kangaroo Reef (East) (19-063a)",148.66,-19.26,5e-04,1.3897,1.581,4.0963,2.2482,0.3973,0.0479,0.0732,0.011,0,0,1e-04,0.0112,0.0178,0.0159,0.0196,0.0017,0.7611,0.2016,0.0853,0.4147,NA,0.3504,NA,NA,NA,0,NA,0.0217,NA,0.0092,NA,0
8451,"19-063a","Kangaroo Reef (East) (19-063a)",148.67,-19.26,7e-04,1.4111,1.5226,3.9709,2.1766,0.3602,0.0479,0.0736,0.0107,0,0,1e-04,0.0109,0.0179,0.0167,0.0191,0.0027,0.7349,0.1989,0.0836,0.4192,NA,0.3606,NA,NA,NA,0,NA,0.0215,NA,0.0084,NA,0
8452,"19-063a","Kangaroo Reef (East) (19-063a)",148.68,-19.26,9e-04,1.4316,1.4613,3.8351,2.1226,0.3304,0.048,0.074,0.0105,0,0,2e-04,0.0105,0.0181,0.0175,0.0186,0.0039,0.7089,0.1964,0.082,0.4236,NA,0.3707,NA,NA,NA,0,NA,0.0214,NA,0.0076,NA,0
8453,"19-293","U/N Reef (19-293)",149.12,-19.26,0.0015,3.66,0.1287,0.5427,0.6532,0.1443,0.0125,0.0632,0.0148,0.0111,0,0.0038,0.0032,0.0048,0.0139,0.006,0.0097,0.2112,NA,0.0221,1.0087,NA,0.4562,NA,0,0,0,NA,0.0153,NA,4e-04,NA,0
8454,"19-310","U/N Reef (19-310)",149.34,-19.26,0.0012,NA,0.0607,0.1034,0.3,0.1694,0.0338,0.0433,0.0181,0.0129,0,0.0034,0.0015,0.0046,0.0094,0.0034,0.0114,0.0028,NA,0.0194,0.4013,NA,0.2344,NA,0.007,0,0,NA,0.0108,NA,0.0011,NA,0
8455,"19-310","U/N Reef (19-310)",149.35,-19.26,0.0012,NA,0.0106,0.0439,0.2087,0.1351,0.0337,0.0425,0.0199,0.0131,0,0.0035,7e-04,0.0039,0.0071,0.0022,0.0115,0.0016,NA,0.0193,0.3973,NA,0.2432,NA,0.0071,0,0,NA,0.0107,NA,0,NA,0
8456,"19-310","U/N Reef (19-310)",149.36,-19.26,0.0011,NA,0.0104,0.0434,0.2075,0.1361,0.034,0.0417,0.0199,0.0133,0,0.0034,7e-04,0.0038,0.007,0.0022,0.0115,0.0016,NA,0.0192,0.3845,NA,0.2372,NA,0.0071,0,0,NA,0.0106,NA,0,NA,0
8457,"19-310","U/N Reef (19-310)",149.37,-19.26,0.0011,NA,0.0102,0.0429,0.2064,0.135,0.0342,0.0409,0.0199,0.0135,0,0.0034,7e-04,0.0037,0.007,0.0023,0.0114,0.0015,NA,0.0191,0.3723,NA,0.2314,NA,0.0072,0,0,NA,0.0105,NA,0,NA,0
8458,"19-045","Stanley Reef (19-045)",148.03,-19.27,0.1043,0.4904,8.4923,8.4826,1.8735,0.1888,0.0607,0.0339,0.0012,NA,0,0,0.0202,0.0166,0.003,0.0364,0.0287,0.4969,2.2781,0.806,0.2501,0.3961,0.1137,0.0034,NA,0,0,0,NA,0.0063,0.0123,0.0086,NA
8459,"19-045","Stanley Reef (19-045)",148.04,-19.27,0.0912,0.4847,8.6157,8.797,1.8629,0.1571,0.0479,0.0339,0.001,NA,0,0,0.0203,0.0169,0.0025,0.0369,0.0277,0.5189,2.217,0.8056,0.2211,0.3955,0.0905,0.0034,NA,0,0,0,NA,0.0063,0.0127,0.0086,NA
8460,"19-045","Stanley Reef (19-045)",148.05,-19.27,0.0791,0.4807,8.7179,9.1208,1.8531,0.1266,0.0365,0.0338,7e-04,NA,0,0,0.0204,0.0172,0.0019,0.0373,0.027,0.5423,2.1546,0.806,0.1958,0.3949,0.0699,0.0034,NA,0,0,0,NA,0.0063,0.0132,0.0086,NA
8461,"19-045","Stanley Reef (19-045)",148.06,-19.27,0.0687,0.4781,8.7457,9.4129,1.8446,0.0999,0.0272,0.0338,6e-04,NA,0,0,0.0205,0.0172,0.0015,0.0377,0.0263,0.5671,2.0908,0.8069,0.1771,0.3943,0.053,0.0034,NA,0,0,0,NA,0.0063,0.0134,0.0086,NA
8462,"19-045","Stanley Reef (19-045)",148.07,-19.27,0.061,0.4766,8.7784,9.638,1.8392,0.0801,0.0207,0.0338,4e-04,NA,0,0,0.0206,0.0176,0.0012,0.038,0.026,0.5933,2.0256,0.8085,0.1628,0.3938,0.0413,0.0034,NA,0,0,0,NA,0.0063,0.014,0.0086,NA
8463,"19-045","Stanley Reef (19-045)",148.08,-19.27,0.0441,0.4735,8.8056,9.7244,1.8435,0.0706,0.0175,NA,4e-04,NA,0,0,0.0207,0.0179,0.0011,0.0383,0.0257,0.6281,2.008,0.8105,0.1556,0.3933,0.036,0.0038,NA,0,0,0,NA,0.0073,0.0145,0.0097,NA
8464,"19-045","Stanley Reef (19-045)",148.09,-19.27,0.0406,0.4735,8.7379,9.5553,1.8551,0.0736,0.0177,NA,4e-04,NA,0,0,0.0208,0.0184,0.0012,0.0384,0.0257,0.6575,1.9364,0.813,0.1568,0.3929,0.0378,0.0038,NA,0,0,0,NA,0.0073,0.0152,0.0097,NA
8465,"19-045","Stanley Reef (19-045)",148.11,-19.27,0.0397,0.4745,8.4363,8.362,1.9232,0.1145,0.0269,NA,7e-04,NA,0,0,0.0209,0.0193,0.0022,0.0385,0.0257,0.7216,1.7883,0.8191,0.1818,0.392,0.0632,0.0038,NA,0,0,0,NA,0.0073,0.0165,0.0098,NA
8466,"19-063a","Kangaroo Reef (East) (19-063a)",148.55,-19.27,1e-04,1.132,2.6665,4.5204,2.782,1.6407,0.0363,0.0733,4e-04,NA,0,0,0.0157,0.0204,0.0352,0.0244,2e-04,1.0758,0.5557,0.4359,0.3433,NA,0.2363,NA,NA,NA,0,NA,0.0346,NA,0.0199,NA,0
8467,"19-063a","Kangaroo Reef (East) (19-063a)",148.56,-19.27,2e-04,1.165,2.6558,4.5638,2.7466,1.5948,0.0369,0.0739,7e-04,NA,0,0,0.0153,0.0199,0.0346,0.0241,3e-04,1.0566,0.5714,0.428,0.3533,NA,0.2477,NA,NA,NA,0,NA,0.0344,NA,0.0189,NA,0
8468,"19-063a","Kangaroo Reef (East) (19-063a)",148.57,-19.27,3e-04,1.1969,2.6396,4.5872,2.7065,1.4692,0.0385,0.0746,0.0019,NA,0,0,0.0149,0.0195,0.0327,0.0238,6e-04,1.0356,0.5869,0.42,0.3625,NA,0.259,NA,NA,NA,0,NA,0.0343,NA,0.0179,NA,0
8469,"19-063a","Kangaroo Reef (East) (19-063a)",148.58,-19.27,4e-04,1.2277,2.618,4.5917,2.6627,1.2922,0.0405,0.0753,0.0039,NA,0,0,0.0146,0.0192,0.0291,0.0235,9e-04,1.0131,0.6021,0.4122,0.371,NA,0.2702,NA,NA,NA,0,NA,0.0342,NA,0.0169,NA,0
8470,"19-063a","Kangaroo Reef (East) (19-063a)",148.59,-19.27,5e-04,1.2574,2.5907,4.5784,2.6027,1.0981,0.0432,0.0646,0.0065,0,0,0,0.0139,0.0185,0.0244,0.0227,0.001,0.971,0.617,0.373,0.3714,NA,0.2761,NA,NA,NA,0,NA,0.027,NA,0.0155,NA,0
8471,"19-063a","Kangaroo Reef (East) (19-063a)",148.6,-19.27,4e-04,1.2861,2.5579,4.5484,2.553,0.9141,0.0454,0.0651,0.0088,0,0,0,0.0133,0.0179,0.0199,0.0219,9e-04,0.928,0.6316,0.3394,0.3781,NA,0.2868,NA,NA,NA,0,NA,0.0224,NA,0.0145,NA,0
8472,"19-063a","Kangaroo Reef (East) (19-063a)",148.61,-19.27,3e-04,1.3136,2.5194,4.5027,2.5014,0.7557,0.0469,0.0655,0.0104,0,0,0,0.0129,0.0177,0.0168,0.0215,7e-04,0.9016,0.6459,0.3323,0.3843,NA,0.2974,NA,NA,NA,0,NA,0.0223,NA,0.0136,NA,0
8473,"19-063a","Kangaroo Reef (East) (19-063a)",148.62,-19.27,2e-04,1.3401,2.4753,4.4423,2.4486,0.6281,0.0475,0.066,0.0111,0,0,0,0.0126,0.0176,0.0153,0.0211,5e-04,0.8746,0.6599,0.3253,0.39,NA,0.308,NA,NA,NA,0,NA,0.0222,NA,0.0126,NA,0
8474,"19-063a","Kangaroo Reef (East) (19-063a)",148.63,-19.27,2e-04,1.3655,2.4256,4.3681,2.3947,0.53,0.0477,0.0665,0.0113,0,0,0,0.0122,0.0175,0.0149,0.0207,6e-04,0.8473,0.6736,0.3183,0.3953,NA,0.3187,NA,NA,NA,0,NA,0.0221,NA,0.0117,NA,0
8475,"19-063a","Kangaroo Reef (East) (19-063a)",148.64,-19.27,3e-04,1.3898,2.3704,4.2809,2.3403,0.4568,0.0478,0.067,0.0112,0,0,0,0.0118,0.0175,0.0152,0.0202,9e-04,0.8197,0.687,0.3115,0.4003,NA,0.3294,NA,NA,NA,0,NA,0.022,NA,0.0109,NA,0
8476,"19-063a","Kangaroo Reef (East) (19-063a)",148.65,-19.27,4e-04,1.4131,2.3097,4.1815,2.2854,0.4027,0.0478,0.0675,0.011,0,0,1e-04,0.0114,0.0175,0.0157,0.0197,0.0014,0.7921,0.7001,0.3048,0.405,NA,0.34,NA,NA,NA,0,NA,0.0219,NA,0.01,NA,0
8477,"19-063a","Kangaroo Reef (East) (19-063a)",148.66,-19.27,6e-04,1.4354,1.5994,4.0822,2.2472,0.3626,0.0478,0.0734,0.0108,0,0,1e-04,0.0111,0.0176,0.0164,0.0192,0.002,0.7644,0.2006,0.0837,0.4095,NA,0.3507,NA,NA,NA,0,NA,0.0218,NA,0.0092,NA,0
8478,"19-063a","Kangaroo Reef (East) (19-063a)",148.67,-19.27,8e-04,1.4566,1.5404,3.9591,2.1738,0.3319,0.0478,0.0738,0.0106,0,0,1e-04,0.0107,0.0177,0.0171,0.0187,0.003,0.7369,0.198,0.0821,0.4138,NA,0.3614,NA,NA,NA,0,NA,0.0216,NA,0.0085,NA,0
8479,"19-063a","Kangaroo Reef (East) (19-063a)",148.68,-19.27,0.001,1.477,1.4785,3.8257,2.1182,0.3075,0.0479,0.0742,0.0104,0,0,2e-04,0.0103,0.0179,0.0177,0.0182,0.0041,0.7095,0.1954,0.0804,0.418,NA,0.3721,NA,NA,NA,0,NA,0.0215,NA,0.0077,NA,0
8480,"19-064","U/N Reef (19-064)",148.97,-19.27,0.0027,1.8735,0.2073,0.5637,0.8137,0.0938,0.0273,0.0828,0.0121,0.0107,0,0.003,0.0037,0.0176,0.0168,0.0078,0.0313,0.2523,NA,0.0217,0.9839,NA,0.537,NA,NA,NA,0,NA,0.0167,NA,4e-04,NA,0
8481,"19-064","U/N Reef (19-064)",148.98,-19.27,0.0027,1.8779,0.2081,0.5607,0.7964,0.094,0.0267,0.0829,0.0122,0.0108,0,0.0031,0.0037,0.0151,0.0165,0.0078,0.0269,0.2482,NA,0.0218,1.0278,NA,0.5341,NA,NA,NA,0,NA,0.0166,NA,4e-04,NA,0
8482,"19-064","U/N Reef (19-064)",148.99,-19.27,0.0027,1.8819,0.2038,0.5464,0.7873,0.0943,0.0262,0.0829,0.0123,0.0109,0,0.0032,0.0036,0.0126,0.0163,0.0077,0.0227,0.2446,NA,0.0219,1.0699,NA,0.5307,NA,NA,NA,0,NA,0.0164,NA,3e-04,NA,0
8483,"19-064","U/N Reef (19-064)",149,-19.27,0.0027,1.8858,0.1954,0.5195,0.7713,0.0946,0.0256,0.0829,0.0124,0.011,0,0.0033,0.0036,0.0104,0.016,0.0076,0.019,0.2414,NA,0.0221,1.1088,NA,0.5266,NA,NA,NA,0,NA,0.0161,NA,3e-04,NA,0
8484,"19-045","Stanley Reef (19-045)",148.03,-19.28,0.0991,0.4898,9.2531,8.6959,1.8451,0.167,0.0523,0.0338,0.001,NA,0,0,0.02,0.017,0.0027,0.0359,0.028,0.5231,2.2621,0.8199,0.2298,0.3973,0.0956,0.0034,NA,0,0,0,NA,0.0063,0.0126,0.0086,NA
8485,"19-045","Stanley Reef (19-045)",148.04,-19.28,0.0848,0.4835,9.4321,9.0746,1.8348,0.1329,0.0392,0.0338,8e-04,NA,0,0,0.0201,0.0172,0.0021,0.0363,0.0271,0.5466,2.201,0.8191,0.2004,0.3967,0.0721,0.0034,NA,0,0,0,NA,0.0063,0.0131,0.0086,NA
8486,"19-045","Stanley Reef (19-045)",148.05,-19.28,0.0714,0.4791,9.5851,9.4842,1.8255,0.0994,0.0274,0.0338,6e-04,NA,0,0,0.0202,0.0176,0.0015,0.0367,0.0264,0.5716,2.1385,0.8189,0.1747,0.3961,0.0509,0.0034,NA,0,0,0,NA,0.0063,0.0136,0.0086,NA
8487,"19-045","Stanley Reef (19-045)",148.06,-19.28,0.0597,0.4765,9.6524,9.8845,1.8173,0.0691,0.0179,0.0337,4e-04,NA,0,0,0.0203,0.0175,0.001,0.037,0.0259,0.5981,2.0746,0.8194,0.1553,0.3955,0.0336,0.0034,NA,0,0,0,NA,0.0063,0.0137,0.0086,NA
8488,"19-045","Stanley Reef (19-045)",148.07,-19.28,0.042,0.4736,9.7627,10.2402,1.8136,0.046,0.0112,NA,2e-04,NA,0,0,0.0204,0.0178,7e-04,0.0372,0.0256,0.6337,2.0611,0.8205,0.1404,0.395,0.0214,0.0038,NA,0,0,0,NA,0.0073,0.0143,0.0098,NA
8489,"19-045","Stanley Reef (19-045)",148.08,-19.28,0.0384,0.4737,9.7658,10.4073,1.8113,0.0344,0.008,NA,2e-04,NA,0,0,0.0204,0.0182,5e-04,0.0373,0.0254,0.6636,1.991,0.822,0.1337,0.3945,0.0157,0.0038,NA,0,0,0,NA,0.0073,0.0148,0.0098,NA
8490,"19-045","Stanley Reef (19-045)",148.09,-19.28,0.0383,0.4736,9.7009,10.2935,1.8178,0.0375,0.0085,NA,2e-04,NA,0,0,0.0205,0.0186,6e-04,0.0374,0.0254,0.6954,1.9193,0.824,0.135,0.394,0.0172,0.0038,NA,0,0,0,NA,0.0073,0.0155,0.0098,NA
8491,"19-045","Stanley Reef (19-045)",148.1,-19.28,0.039,0.4735,9.5639,9.8502,1.8395,0.0554,0.0124,NA,3e-04,NA,0,0,0.0205,0.019,9e-04,0.0374,0.0254,0.7291,1.8461,0.8263,0.1443,0.3936,0.0262,0.0038,NA,0,0,0,NA,0.0073,0.0161,0.0098,NA
8492,"19-045","Stanley Reef (19-045)",148.11,-19.28,0.0397,0.4739,9.355,9.118,1.8809,0.0848,0.0189,NA,5e-04,NA,0,0,0.0205,0.0195,0.0016,0.0373,0.0255,0.7647,1.7713,0.829,0.1605,0.3932,0.0421,0.0038,NA,0,0,0,NA,0.0073,0.0168,0.0098,NA
8493,"19-045","Stanley Reef (19-045)",148.12,-19.28,0.0365,0.4758,9.1195,8.2197,1.9461,0.1211,0.0272,NA,7e-04,NA,0,0,0.0205,0.02,0.0026,0.037,0.0254,0.8106,1.062,0.8319,0.1823,0.3928,0.0636,0.0038,NA,0,0,0,NA,0.0073,0.0175,0.0098,NA
8494,"19-044","Faith Reef (19-044)",148.34,-19.28,4e-04,0.4158,2.4056,3.3994,8.5356,2.3342,0.0704,0.0572,1e-04,NA,0,0,0.0298,0.0312,0.0621,0.034,2e-04,0.0886,0.2923,0.7251,0.0316,0.5,0.0031,NA,NA,0,0,NA,0.0298,NA,0.0322,NA,0
8495,"19-044","Faith Reef (19-044)",148.35,-19.28,0,0.4273,2.4097,3.2081,8.6909,2.4227,0.0713,0.0577,0,NA,0,0,0.0303,0.0312,0.0625,0.0344,0,0.0378,0.2905,0.6848,0.0281,0.5004,3e-04,NA,NA,0,0,NA,0.0301,NA,0.0323,NA,0
8496,"19-063a","Kangaroo Reef (East) (19-063a)",148.55,-19.28,3e-04,1.1744,2.6841,4.4515,2.7744,1.4972,0.0375,0.0734,0.0011,NA,0,0,0.0155,0.0203,0.0343,0.0239,5e-04,1.0999,0.5501,0.43,0.3389,NA,0.2322,NA,NA,NA,0,NA,0.0347,NA,0.02,NA,0
8497,"19-063a","Kangaroo Reef (East) (19-063a)",148.56,-19.28,3e-04,1.2087,2.6739,4.5068,2.7441,1.4522,0.0381,0.0741,0.0015,NA,0,0,0.0151,0.0198,0.0335,0.0237,6e-04,1.0782,0.5656,0.422,0.3489,NA,0.2439,NA,NA,NA,0,NA,0.0346,NA,0.019,NA,0
8498,"19-063a","Kangaroo Reef (East) (19-063a)",148.57,-19.28,5e-04,1.2417,2.6581,4.5397,2.7074,1.3356,0.0394,0.0748,0.0025,NA,0,0,0.0147,0.0194,0.0317,0.0234,9e-04,1.0549,0.5809,0.4141,0.3581,NA,0.2556,NA,NA,NA,0,NA,0.0344,NA,0.018,NA,0
8499,"19-063a","Kangaroo Reef (East) (19-063a)",148.58,-19.28,6e-04,1.2734,2.6365,4.5518,2.653,1.1707,0.0409,0.0643,0.0042,0,0,1e-04,0.0139,0.0183,0.0287,0.0223,0.0011,0.9951,0.5959,0.3486,0.3597,NA,0.2625,NA,NA,NA,0,NA,0.0227,NA,0.0165,NA,0
8500,"19-063a","Kangaroo Reef (East) (19-063a)",148.59,-19.28,6e-04,1.3039,2.6091,4.5446,2.6064,0.9878,0.0431,0.0648,0.0062,0,0,1e-04,0.0135,0.018,0.025,0.0219,0.0013,0.9681,0.6106,0.3412,0.367,NA,0.2736,NA,NA,NA,0,NA,0.0226,NA,0.0155,NA,0
8501,"19-063a","Kangaroo Reef (East) (19-063a)",148.6,-19.28,6e-04,1.3331,2.576,4.5195,2.5568,0.8131,0.0449,0.0653,0.0081,0,0,1e-04,0.0131,0.0178,0.0213,0.0216,0.0013,0.9404,0.625,0.334,0.3737,NA,0.2846,NA,NA,NA,0,NA,0.0225,NA,0.0146,NA,0
8502,"19-063a","Kangaroo Reef (East) (19-063a)",148.61,-19.28,5e-04,1.3611,2.5372,4.4778,2.5049,0.6631,0.0462,0.0658,0.0095,0,0,1e-04,0.0128,0.0176,0.0186,0.0211,0.0011,0.9121,0.6391,0.3269,0.3798,NA,0.2957,NA,NA,NA,0,NA,0.0224,NA,0.0136,NA,0
8503,"19-063a","Kangaroo Reef (East) (19-063a)",148.62,-19.28,4e-04,1.3878,2.4926,4.4207,2.4513,0.5442,0.047,0.0662,0.0103,0,0,1e-04,0.0124,0.0174,0.017,0.0207,0.0011,0.8834,0.6529,0.3199,0.3854,NA,0.3068,NA,NA,NA,0,NA,0.0223,NA,0.0127,NA,0
8504,"19-063a","Kangaroo Reef (East) (19-063a)",148.63,-19.28,4e-04,1.4134,2.4425,4.3494,2.3964,0.4557,0.0473,0.0667,0.0107,0,0,1e-04,0.012,0.0173,0.0163,0.0203,0.0011,0.8544,0.6665,0.313,0.3906,NA,0.3179,NA,NA,NA,0,NA,0.0222,NA,0.0118,NA,0
8505,"19-063a","Kangaroo Reef (East) (19-063a)",148.64,-19.28,5e-04,1.4378,2.3867,4.2646,2.3407,0.3929,0.0475,0.0672,0.0107,0,0,1e-04,0.0116,0.0173,0.0163,0.0198,0.0014,0.8253,0.6797,0.3063,0.3954,NA,0.3291,NA,NA,NA,0,NA,0.0221,NA,0.0109,NA,0
8506,"19-063a","Kangaroo Reef (East) (19-063a)",148.65,-19.28,6e-04,1.4611,1.6753,4.1799,2.3013,0.3494,0.0476,0.0731,0.0106,0,0,1e-04,0.0113,0.0173,0.0166,0.0193,0.0018,0.7961,0.2022,0.0839,0.3999,NA,0.3402,NA,NA,NA,0,NA,0.022,NA,0.0101,NA,0
8507,"19-063a","Kangaroo Reef (East) (19-063a)",148.66,-19.28,8e-04,1.4833,1.6187,4.0701,2.2443,0.3191,0.0477,0.0735,0.0105,0,0,1e-04,0.0109,0.0174,0.0171,0.0188,0.0025,0.767,0.1995,0.0822,0.4042,NA,0.3514,NA,NA,NA,0,NA,0.0219,NA,0.0093,NA,0
8508,"19-063a","Kangaroo Reef (East) (19-063a)",148.67,-19.28,9e-04,1.5044,1.5591,3.9494,2.1693,0.2971,0.0477,0.0739,0.0103,0,0,2e-04,0.0105,0.0175,0.0176,0.0183,0.0034,0.7381,0.1968,0.0805,0.4084,NA,0.3626,NA,NA,NA,0,NA,0.0217,NA,0.0085,NA,0
8509,"19-286","U/N Reef (19-286)",148.75,-19.28,0.0019,1.6388,0.9908,2.6279,1.6903,0.1905,0.0475,0.0773,0.01,0.0094,0,7e-04,0.0076,0.0201,0.0201,0.0141,0.0168,0.5228,0.1789,0.069,0.4443,NA,0.451,NA,NA,NA,0,NA,0.0207,NA,0.0037,NA,0
8510,"19-288","U/N Reef (19-288)",148.96,-19.28,0.0027,1.9012,0.2133,0.5783,0.8112,0.0884,0.0281,0.0834,0.012,0.0105,0,0.003,0.0036,0.0181,0.017,0.0075,0.0319,0.245,NA,0.0216,0.9509,NA,0.5501,NA,NA,NA,0,NA,0.017,NA,4e-04,NA,0
8511,"19-064","U/N Reef (19-064)",148.98,-19.28,0.0027,1.909,0.2059,0.5489,0.777,0.0894,0.0273,0.0835,0.0122,0.0107,0,0.0032,0.0035,0.0131,0.0164,0.0074,0.0235,0.2373,NA,0.0219,1.0492,NA,0.5443,NA,NA,NA,0,NA,0.0166,NA,3e-04,NA,0
