"PIXEL_ID","REEF_ID","REEF_NAME","LONG","LAT","COTS_1985","COTS_1986","COTS_1987","COTS_1988","COTS_1989","COTS_1990","COTS_1991","COTS_1992","COTS_1993","COTS_1994","COTS_1995","COTS_1996","COTS_1997","COTS_1998","COTS_1999","COTS_2000","COTS_2001","COTS_2002","COTS_2003","COTS_2004","COTS_2005","COTS_2006","COTS_2007","COTS_2008","COTS_2009","COTS_2010","COTS_2011","COTS_2012","COTS_2013","COTS_2014","COTS_2015","COTS_2016","COTS_2017"
1,"11-195","South Reef (11-195)",143.24,-12,0.0369,NA,NA,NA,0.0034,0.0441,0.1293,0.0135,0.0146,0.0016,0.1635,NA,NA,6e-04,NA,NA,0.0728,NA,0.0268,0.0869,0.0499,NA,NA,NA,NA,NA,NA,NA,0.4168,NA,NA,0.0282,NA
2,"12-003a","Mason Reef (12-003a)",143.37,-12,0.0359,NA,NA,NA,0.0034,0.0531,0.2038,0.0077,0.0214,0.0015,0.1015,NA,NA,6e-04,NA,NA,0.0416,NA,0.0201,0.05,0.0627,NA,NA,NA,NA,NA,NA,NA,0.5213,NA,NA,0.0243,NA
3,"12-030","U/N Reef (12-030)",143.43,-12,0.0325,NA,NA,NA,0.0034,0.059,0.2345,0.0049,0.0257,0.0014,0.0748,NA,NA,6e-04,NA,NA,0.0258,NA,0.0164,0.0313,0.0726,NA,NA,NA,NA,NA,NA,NA,0.5654,NA,NA,0.0229,NA
4,"12-030","U/N Reef (12-030)",143.44,-12,0.0325,NA,NA,NA,0.0034,0.0599,0.2371,0.0046,0.0264,0.0014,0.0722,NA,NA,6e-04,NA,NA,0.0242,NA,0.0158,0.0295,0.0743,NA,NA,NA,NA,NA,NA,NA,0.5672,NA,NA,0.0227,NA
5,"12-030","U/N Reef (12-030)",143.45,-12,0.0328,NA,NA,NA,0.0034,0.0608,0.2391,0.0044,0.0271,0.0013,0.0704,NA,NA,6e-04,NA,NA,0.0231,NA,0.0151,0.0281,0.0758,NA,NA,NA,NA,NA,NA,NA,0.5664,NA,NA,0.0225,NA
6,"12-030","U/N Reef (12-030)",143.46,-12,0.0336,NA,NA,NA,0.0034,0.0616,0.2403,0.0043,0.0277,0.0013,0.0694,NA,NA,6e-04,NA,NA,0.0223,NA,0.0145,0.0272,0.0773,NA,NA,NA,NA,NA,NA,NA,0.5624,NA,NA,0.0222,NA
7,"12-030","U/N Reef (12-030)",143.47,-12,0.0349,NA,NA,NA,0.0034,0.0625,0.241,0.0042,0.0284,0.0013,0.0693,NA,NA,6e-04,NA,NA,0.022,NA,0.0139,0.0268,0.0788,NA,NA,NA,NA,NA,NA,NA,0.5548,NA,NA,0.0219,NA
8,"12-030","U/N Reef (12-030)",143.48,-12,0.0367,NA,NA,NA,0.0034,0.0632,0.241,0.0043,0.029,0.0012,0.07,NA,NA,6e-04,NA,NA,0.0221,NA,0.0132,0.027,0.0801,NA,NA,NA,NA,NA,NA,NA,0.5433,NA,NA,0.0215,NA
9,"12-030","U/N Reef (12-030)",143.49,-12,0.039,NA,NA,NA,0.0034,0.064,0.2405,0.0044,0.0296,0.0012,0.0715,NA,NA,5e-04,NA,NA,0.0226,NA,0.0126,0.0276,0.0814,NA,NA,NA,NA,NA,NA,NA,0.5278,NA,NA,0.0211,NA
10,"12-030","U/N Reef (12-030)",143.5,-12,0.0418,NA,NA,NA,0.0034,0.0647,0.2394,0.0046,0.0301,0.0011,0.0739,NA,NA,5e-04,NA,NA,0.0236,NA,0.0119,0.0287,0.0826,NA,NA,NA,NA,NA,NA,NA,0.5083,NA,NA,0.0206,NA
11,"12-030","U/N Reef (12-030)",143.51,-12,0.0451,NA,NA,NA,0.0034,0.0653,0.2378,0.0048,0.0306,0.0011,0.077,NA,NA,5e-04,NA,NA,0.0248,NA,0.0113,0.0302,0.0836,NA,NA,NA,NA,NA,NA,NA,0.4851,NA,NA,0.02,NA
12,"12-030","U/N Reef (12-030)",143.52,-12,0.0488,NA,NA,NA,0.0034,0.0659,0.2357,0.0051,0.0311,0.001,0.0809,NA,NA,5e-04,NA,NA,0.0264,NA,0.0107,0.0321,0.0846,NA,NA,NA,NA,NA,NA,NA,0.4585,NA,NA,0.0193,NA
13,"12-030","U/N Reef (12-030)",143.53,-12,0.0528,NA,NA,NA,0.0034,0.0665,0.2331,0.0055,0.0315,0.001,0.0853,NA,NA,5e-04,NA,NA,0.0282,NA,0.0101,0.0343,0.0854,NA,NA,NA,NA,NA,NA,NA,0.4292,NA,NA,0.0185,NA
14,"12-030","U/N Reef (12-030)",143.54,-12,0.0571,NA,NA,NA,0.0034,0.067,0.2288,0.0059,0.0319,9e-04,0.0904,NA,NA,5e-04,NA,NA,0.0302,NA,0.0095,0.0367,0.0861,NA,NA,NA,NA,NA,NA,NA,0.3981,NA,NA,0.0177,NA
15,"12-030","U/N Reef (12-030)",143.55,-12,0.0615,NA,NA,NA,0.0034,0.0674,0.2251,0.0063,0.0322,9e-04,0.0959,NA,NA,4e-04,NA,NA,0.0325,NA,0.0089,0.0393,0.0866,NA,NA,NA,NA,NA,NA,NA,0.3661,NA,NA,0.0167,NA
16,"12-030","U/N Reef (12-030)",143.56,-12,0.0662,NA,NA,NA,0.0034,0.0678,0.2208,0.0068,0.0325,8e-04,0.1019,NA,NA,4e-04,NA,NA,0.0348,NA,0.0084,0.0421,0.0871,NA,NA,NA,NA,NA,NA,NA,0.3339,NA,NA,0.0158,NA
17,"12-030","U/N Reef (12-030)",143.57,-12,0.071,NA,NA,NA,0.0034,0.0682,0.216,0.0073,0.0327,8e-04,0.1081,NA,NA,4e-04,NA,NA,0.0373,NA,0.0079,0.0449,0.0874,NA,NA,NA,NA,NA,NA,NA,0.3025,NA,NA,0.0148,NA
18,"12-030","U/N Reef (12-030)",143.58,-12,0.0761,NA,NA,NA,0.0034,0.0684,0.2106,0.0077,0.0329,8e-04,0.1147,NA,NA,4e-04,NA,NA,0.0398,NA,0.0074,0.0478,0.0877,NA,NA,NA,NA,NA,NA,NA,0.2725,NA,NA,0.0138,NA
19,"12-030","U/N Reef (12-030)",143.59,-12,0.0815,NA,NA,NA,0.0034,0.0687,0.2047,0.0082,0.033,7e-04,0.1214,NA,NA,4e-04,NA,NA,0.0424,NA,0.0069,0.0508,0.0878,NA,NA,NA,NA,NA,NA,NA,0.2443,NA,NA,0.0128,NA
20,"12-030","U/N Reef (12-030)",143.6,-12,0.0873,NA,NA,NA,0.0034,0.0689,0.1983,0.0087,0.0331,7e-04,0.1282,NA,NA,3e-04,NA,NA,0.045,NA,0.0065,0.0536,0.0878,NA,NA,NA,NA,NA,NA,NA,0.2184,NA,NA,0.0119,NA
21,"12-030","U/N Reef (12-030)",143.61,-12,0.0935,NA,NA,NA,0.0034,0.0691,0.1913,0.0092,0.0332,6e-04,0.1351,NA,NA,3e-04,NA,NA,0.0475,NA,0.0061,0.0565,0.0877,NA,NA,NA,NA,NA,NA,NA,0.1948,NA,NA,0.011,NA
22,"12-030","U/N Reef (12-030)",143.62,-12,0.1002,NA,NA,NA,0.0034,0.0692,0.1837,0.0096,0.0332,6e-04,0.142,NA,NA,3e-04,NA,NA,0.05,NA,0.0057,0.0592,0.0875,NA,NA,NA,NA,NA,NA,NA,0.1736,NA,NA,0.0102,NA
23,"12-030","U/N Reef (12-030)",143.63,-12,0.1072,NA,NA,NA,0.0034,0.0692,0.1757,0.0101,0.0332,6e-04,0.1489,NA,NA,3e-04,NA,NA,0.0525,NA,0.0054,0.0618,0.0872,NA,NA,NA,NA,NA,NA,NA,0.1549,NA,NA,0.0095,NA
24,"12-030","U/N Reef (12-030)",143.64,-12,0.1145,NA,NA,NA,0.0034,0.0692,0.1672,0.0105,0.0331,5e-04,0.1557,NA,NA,3e-04,NA,NA,0.0549,NA,0.0051,0.0644,0.0868,NA,NA,NA,NA,NA,NA,NA,0.1384,NA,NA,0.0088,NA
25,"12-030","U/N Reef (12-030)",143.65,-12,0.1216,NA,NA,NA,0.0035,0.0692,0.1583,0.0109,0.033,5e-04,0.1624,NA,NA,3e-04,NA,NA,0.0572,NA,0.0048,0.0667,0.0864,NA,NA,NA,NA,NA,NA,NA,0.1243,NA,NA,0.0082,NA
26,"12-030","U/N Reef (12-030)",143.66,-12,0.1282,NA,NA,NA,0.0035,0.0691,0.1491,0.0113,0.0329,5e-04,0.1689,NA,NA,3e-04,NA,NA,0.0595,NA,0.0046,0.069,0.0858,NA,NA,NA,NA,NA,NA,NA,0.1125,NA,NA,0.0077,NA
27,"12-030","U/N Reef (12-030)",143.67,-12,0.1336,NA,NA,NA,0.0035,0.069,0.1397,0.0117,0.0328,5e-04,0.1753,NA,NA,3e-04,NA,NA,0.0616,NA,0.0045,0.0711,0.0853,NA,NA,NA,NA,NA,NA,NA,0.103,NA,NA,0.0073,NA
28,"12-030","U/N Reef (12-030)",143.68,-12,0.1374,NA,NA,NA,0.0035,0.0689,0.1302,0.012,0.0326,5e-04,0.1815,NA,NA,3e-04,NA,NA,0.0637,NA,0.0044,0.0731,0.0846,NA,NA,NA,NA,NA,NA,NA,0.0959,NA,NA,0.007,NA
29,"12-030","U/N Reef (12-030)",143.69,-12,0.1391,NA,NA,NA,0.0035,0.0687,0.1207,0.0123,0.0324,5e-04,0.1875,NA,NA,3e-04,NA,NA,0.0656,NA,0.0044,0.0749,0.084,NA,NA,NA,NA,NA,NA,NA,0.091,NA,NA,0.0069,NA
30,"12-030","U/N Reef (12-030)",143.7,-12,0.1385,NA,NA,NA,0.0035,0.0685,0.1114,0.0126,0.0322,5e-04,0.1933,NA,NA,3e-04,NA,NA,0.0675,NA,0.0045,0.0766,0.0833,NA,NA,NA,NA,NA,NA,NA,0.0883,NA,NA,0.007,NA
31,"12-030","U/N Reef (12-030)",143.71,-12,0.136,NA,NA,NA,0.0035,0.0683,0.1025,0.0129,0.032,5e-04,0.1989,NA,NA,3e-04,NA,NA,0.0693,NA,0.0047,0.0782,0.0825,NA,NA,NA,NA,NA,NA,NA,0.0873,NA,NA,0.0071,NA
32,"12-030","U/N Reef (12-030)",143.72,-12,0.1319,NA,NA,NA,0.0035,0.068,0.0941,0.0132,0.0317,5e-04,0.2043,NA,NA,3e-04,NA,NA,0.071,NA,0.005,0.0796,0.0818,NA,NA,NA,NA,NA,NA,NA,0.0879,NA,NA,0.0074,NA
33,"12-030","U/N Reef (12-030)",143.73,-12,0.1263,NA,NA,NA,0.0033,0.0677,0.0864,0.0134,0.0315,6e-04,0.2094,NA,NA,3e-04,NA,NA,0.0726,NA,0.0054,0.081,0.081,NA,NA,NA,NA,NA,NA,NA,0.0895,NA,NA,0.0078,NA
34,"12-030","U/N Reef (12-030)",143.74,-12,0.1204,NA,NA,NA,0.0033,0.0674,0.0795,0.0136,0.0312,6e-04,0.2144,NA,NA,3e-04,NA,NA,0.0741,NA,0.0059,0.0822,0.0802,NA,NA,NA,NA,NA,NA,NA,0.092,NA,NA,0.0083,NA
35,"12-030","U/N Reef (12-030)",143.75,-12,0.1142,NA,NA,NA,0.0033,0.0671,0.0736,0.0138,0.031,7e-04,0.2192,NA,NA,4e-04,NA,NA,0.0755,NA,0.0064,0.0833,0.0794,NA,NA,NA,NA,NA,NA,NA,0.0952,NA,NA,0.0088,NA
36,"12-030","U/N Reef (12-030)",143.76,-12,0.108,NA,NA,NA,0.0033,0.0667,0.0686,0.014,0.0307,7e-04,0.2237,NA,NA,4e-04,NA,NA,0.0769,NA,0.007,0.0843,0.0786,NA,NA,NA,NA,NA,NA,NA,0.0987,NA,NA,0.0094,NA
37,"12-030","U/N Reef (12-030)",143.77,-12,0.1019,NA,NA,NA,0.0033,0.0663,0.0647,0.0142,0.0304,8e-04,0.2281,NA,NA,4e-04,NA,NA,0.0781,NA,0.0076,0.0852,0.0778,NA,NA,NA,NA,NA,NA,NA,0.1025,NA,NA,0.0101,NA
38,"12-030","U/N Reef (12-030)",143.78,-12,0.0961,NA,NA,NA,0.0033,0.0659,0.0618,0.0143,0.0302,8e-04,0.2323,NA,NA,5e-04,NA,NA,0.0793,NA,0.0082,0.0861,0.077,NA,NA,NA,NA,NA,NA,NA,0.1065,NA,NA,0.0108,NA
39,"12-030","U/N Reef (12-030)",143.79,-12,0.0905,NA,NA,NA,0.0033,0.0655,0.0599,0.0145,0.0299,9e-04,0.2364,NA,NA,5e-04,NA,NA,0.0804,NA,0.009,0.0868,0.0762,NA,NA,NA,NA,NA,NA,NA,0.1105,NA,NA,0.0115,NA
40,"12-030","U/N Reef (12-030)",143.8,-12,0.0852,NA,NA,NA,0.0034,0.0651,0.0588,0.0146,0.0296,0.001,0.2403,NA,NA,5e-04,NA,NA,0.0815,NA,0.0097,0.0875,0.0755,NA,NA,NA,NA,NA,NA,NA,0.1147,NA,NA,0.0122,NA
41,"12-030","U/N Reef (12-030)",143.81,-12,0.0801,NA,NA,NA,0.0034,0.0647,0.0587,0.0147,0.0294,0.001,0.244,NA,NA,6e-04,NA,NA,0.0825,NA,0.0105,0.0882,0.0747,NA,NA,NA,NA,NA,NA,NA,0.1188,NA,NA,0.013,NA
42,"12-030","U/N Reef (12-030)",143.82,-12,0.0752,NA,NA,NA,0.0034,0.0643,0.0592,0.0149,0.0291,0.0011,0.2477,NA,NA,6e-04,NA,NA,0.0834,NA,0.0113,0.0888,0.074,NA,NA,NA,NA,NA,NA,NA,0.1229,NA,NA,0.0138,NA
43,"12-030","U/N Reef (12-030)",143.83,-12,0.0705,NA,NA,NA,0.0034,0.0638,0.0603,0.015,0.0288,0.0012,0.2512,NA,NA,7e-04,NA,NA,0.0843,NA,0.0121,0.0893,0.0733,NA,NA,NA,NA,NA,NA,NA,0.1269,NA,NA,0.0146,NA
44,"12-030","U/N Reef (12-030)",143.84,-12,0.0659,NA,NA,NA,0.0034,0.0634,0.0619,0.0151,0.0286,0.0013,0.2545,NA,NA,7e-04,NA,NA,0.0851,NA,0.0129,0.0899,0.0726,NA,NA,NA,NA,NA,NA,NA,0.1308,NA,NA,0.0154,NA
45,"12-030","U/N Reef (12-030)",143.85,-12,0.0614,NA,NA,NA,0.0034,0.0629,0.0639,0.0152,0.0283,0.0013,0.2578,NA,NA,7e-04,NA,NA,0.0859,NA,0.0138,0.0903,0.0719,NA,NA,NA,NA,NA,NA,NA,0.1347,NA,NA,0.0162,NA
46,"12-031","U/N Reef (12-031)",143.92,-12,0.0295,NA,NA,NA,0.0035,0.0598,0.0817,0.0158,0.0268,0.0018,0.2784,NA,NA,9e-04,NA,NA,0.0901,NA,0.0198,0.093,0.0678,NA,NA,NA,NA,NA,NA,NA,0.1584,NA,NA,0.0216,NA
47,"12-003a","Mason Reef (12-003a)",143.35,-12.01,0.0379,NA,NA,NA,0.0034,0.0507,0.1802,0.0098,0.0201,0.0015,0.1198,NA,NA,6e-04,NA,NA,0.0533,NA,0.0212,0.0637,0.0586,NA,NA,NA,NA,NA,NA,NA,0.4911,NA,NA,0.025,NA
48,"12-003a","Mason Reef (12-003a)",143.36,-12.01,0.0375,NA,NA,NA,0.0034,0.0517,0.1882,0.0093,0.0208,0.0015,0.1149,NA,NA,6e-04,NA,NA,0.0504,NA,0.0206,0.0603,0.0602,NA,NA,NA,NA,NA,NA,NA,0.4999,NA,NA,0.0247,NA
49,"12-003a","Mason Reef (12-003a)",143.37,-12.01,0.0371,NA,NA,NA,0.0034,0.0527,0.196,0.0088,0.0215,0.0015,0.1099,NA,NA,6e-04,NA,NA,0.0475,NA,0.0201,0.0568,0.0618,NA,NA,NA,NA,NA,NA,NA,0.5085,NA,NA,0.0244,NA
50,"12-003a","Mason Reef (12-003a)",143.38,-12.01,0.0366,NA,NA,NA,0.0034,0.0538,0.2032,0.0082,0.0222,0.0015,0.105,NA,NA,6e-04,NA,NA,0.0445,NA,0.0195,0.0534,0.0635,NA,NA,NA,NA,NA,NA,NA,0.5168,NA,NA,0.0241,NA
51,"12-030","U/N Reef (12-030)",143.46,-12.01,0.0367,NA,NA,NA,0.0034,0.0619,0.2353,0.0054,0.0281,0.0013,0.0798,NA,NA,6e-04,NA,NA,0.0285,NA,0.0146,0.0345,0.0776,NA,NA,NA,NA,NA,NA,NA,0.5394,NA,NA,0.0221,NA
52,"12-030","U/N Reef (12-030)",143.47,-12.01,0.038,NA,NA,NA,0.0034,0.0627,0.2361,0.0053,0.0288,0.0013,0.0797,NA,NA,6e-04,NA,NA,0.0281,NA,0.014,0.034,0.0792,NA,NA,NA,NA,NA,NA,NA,0.5317,NA,NA,0.0218,NA
53,"12-030","U/N Reef (12-030)",143.48,-12.01,0.0398,NA,NA,NA,0.0034,0.0636,0.2363,0.0054,0.0295,0.0012,0.0804,NA,NA,6e-04,NA,NA,0.0282,NA,0.0134,0.0341,0.0806,NA,NA,NA,NA,NA,NA,NA,0.5206,NA,NA,0.0214,NA
54,"12-030","U/N Reef (12-030)",143.49,-12.01,0.0419,NA,NA,NA,0.0034,0.0644,0.236,0.0055,0.0301,0.0012,0.0819,NA,NA,6e-04,NA,NA,0.0286,NA,0.0128,0.0346,0.082,NA,NA,NA,NA,NA,NA,NA,0.5061,NA,NA,0.021,NA
55,"12-030","U/N Reef (12-030)",143.5,-12.01,0.0446,NA,NA,NA,0.0034,0.0651,0.235,0.0056,0.0306,0.0011,0.0842,NA,NA,6e-04,NA,NA,0.0294,NA,0.0122,0.0356,0.0832,NA,NA,NA,NA,NA,NA,NA,0.4883,NA,NA,0.0205,NA
56,"12-030","U/N Reef (12-030)",143.51,-12.01,0.0476,NA,NA,NA,0.0034,0.0658,0.2326,0.0059,0.0312,0.0011,0.0872,NA,NA,6e-04,NA,NA,0.0306,NA,0.0116,0.037,0.0844,NA,NA,NA,NA,NA,NA,NA,0.4672,NA,NA,0.0199,NA
57,"12-030","U/N Reef (12-030)",143.52,-12.01,0.0509,NA,NA,NA,0.0034,0.0664,0.2305,0.0061,0.0316,0.001,0.0909,NA,NA,5e-04,NA,NA,0.032,NA,0.011,0.0387,0.0854,NA,NA,NA,NA,NA,NA,NA,0.4434,NA,NA,0.0193,NA
58,"12-030","U/N Reef (12-030)",143.53,-12.01,0.0546,NA,NA,NA,0.0034,0.067,0.2279,0.0065,0.0321,0.001,0.0952,NA,NA,5e-04,NA,NA,0.0337,NA,0.0104,0.0407,0.0862,NA,NA,NA,NA,NA,NA,NA,0.4173,NA,NA,0.0186,NA
59,"12-030","U/N Reef (12-030)",143.54,-12.01,0.0585,NA,NA,NA,0.0034,0.0675,0.2248,0.0069,0.0325,0.001,0.1001,NA,NA,5e-04,NA,NA,0.0357,NA,0.0099,0.043,0.087,NA,NA,NA,NA,NA,NA,NA,0.3897,NA,NA,0.0178,NA
60,"12-030","U/N Reef (12-030)",143.55,-12.01,0.0625,NA,NA,NA,0.0034,0.0679,0.2211,0.0073,0.0328,9e-04,0.1054,NA,NA,5e-04,NA,NA,0.0378,NA,0.0093,0.0454,0.0876,NA,NA,NA,NA,NA,NA,NA,0.3611,NA,NA,0.017,NA
61,"12-030","U/N Reef (12-030)",143.56,-12.01,0.0668,NA,NA,NA,0.0034,0.0684,0.2169,0.0077,0.0331,9e-04,0.1112,NA,NA,5e-04,NA,NA,0.04,NA,0.0088,0.048,0.088,NA,NA,NA,NA,NA,NA,NA,0.3324,NA,NA,0.0161,NA
62,"12-030","U/N Reef (12-030)",143.57,-12.01,0.0713,NA,NA,NA,0.0034,0.0687,0.2121,0.0081,0.0333,8e-04,0.1172,NA,NA,5e-04,NA,NA,0.0423,NA,0.0083,0.0507,0.0884,NA,NA,NA,NA,NA,NA,NA,0.3041,NA,NA,0.0152,NA
63,"12-030","U/N Reef (12-030)",143.58,-12.01,0.076,NA,NA,NA,0.0034,0.069,0.2068,0.0086,0.0335,8e-04,0.1235,NA,NA,4e-04,NA,NA,0.0447,NA,0.0078,0.0534,0.0886,NA,NA,NA,NA,NA,NA,NA,0.2769,NA,NA,0.0143,NA
64,"12-030","U/N Reef (12-030)",143.59,-12.01,0.081,NA,NA,NA,0.0034,0.0693,0.2008,0.009,0.0336,7e-04,0.13,NA,NA,4e-04,NA,NA,0.0472,NA,0.0074,0.0561,0.0887,NA,NA,NA,NA,NA,NA,NA,0.2512,NA,NA,0.0134,NA
65,"12-030","U/N Reef (12-030)",143.6,-12.01,0.0862,NA,NA,NA,0.0034,0.0695,0.1943,0.0095,0.0337,7e-04,0.1366,NA,NA,4e-04,NA,NA,0.0496,NA,0.007,0.0588,0.0887,NA,NA,NA,NA,NA,NA,NA,0.2272,NA,NA,0.0126,NA
66,"12-030","U/N Reef (12-030)",143.61,-12.01,0.0917,NA,NA,NA,0.0034,0.0696,0.1872,0.0099,0.0337,7e-04,0.1432,NA,NA,4e-04,NA,NA,0.052,NA,0.0066,0.0614,0.0885,NA,NA,NA,NA,NA,NA,NA,0.2052,NA,NA,0.0118,NA
67,"12-030","U/N Reef (12-030)",143.62,-12.01,0.0974,NA,NA,NA,0.0034,0.0697,0.1795,0.0103,0.0337,6e-04,0.1499,NA,NA,4e-04,NA,NA,0.0544,NA,0.0063,0.0639,0.0883,NA,NA,NA,NA,NA,NA,NA,0.1853,NA,NA,0.011,NA
68,"12-030","U/N Reef (12-030)",143.63,-12.01,0.1034,NA,NA,NA,0.0034,0.0698,0.1713,0.0108,0.0337,6e-04,0.1565,NA,NA,4e-04,NA,NA,0.0567,NA,0.0059,0.0663,0.088,NA,NA,NA,NA,NA,NA,NA,0.1676,NA,NA,0.0103,NA
69,"12-030","U/N Reef (12-030)",143.64,-12.01,0.1093,NA,NA,NA,0.0034,0.0698,0.1626,0.0112,0.0336,6e-04,0.163,NA,NA,3e-04,NA,NA,0.059,NA,0.0057,0.0686,0.0875,NA,NA,NA,NA,NA,NA,NA,0.1519,NA,NA,0.0097,NA
70,"12-030","U/N Reef (12-030)",143.65,-12.01,0.115,NA,NA,NA,0.0034,0.0698,0.1534,0.0115,0.0335,6e-04,0.1694,NA,NA,3e-04,NA,NA,0.0611,NA,0.0054,0.0708,0.087,NA,NA,NA,NA,NA,NA,NA,0.1384,NA,NA,0.0091,NA
71,"12-030","U/N Reef (12-030)",143.66,-12.01,0.1198,NA,NA,NA,0.0032,0.0697,0.1438,0.0119,0.0333,5e-04,0.1757,NA,NA,3e-04,NA,NA,0.0632,NA,0.0053,0.0728,0.0865,NA,NA,NA,NA,NA,NA,NA,0.127,NA,NA,0.0087,NA
72,"12-030","U/N Reef (12-030)",143.67,-12.01,0.124,NA,NA,NA,0.0032,0.0696,0.134,0.0122,0.0332,5e-04,0.1818,NA,NA,3e-04,NA,NA,0.0653,NA,0.0051,0.0747,0.0858,NA,NA,NA,NA,NA,NA,NA,0.1178,NA,NA,0.0083,NA
73,"12-030","U/N Reef (12-030)",143.68,-12.01,0.1269,NA,NA,NA,0.0032,0.0694,0.124,0.0125,0.033,5e-04,0.1877,NA,NA,3e-04,NA,NA,0.0672,NA,0.0051,0.0765,0.0852,NA,NA,NA,NA,NA,NA,NA,0.1106,NA,NA,0.0081,NA
74,"12-030","U/N Reef (12-030)",143.69,-12.01,0.1282,NA,NA,NA,0.0032,0.0692,0.114,0.0128,0.0328,5e-04,0.1934,NA,NA,3e-04,NA,NA,0.069,NA,0.0051,0.0781,0.0844,NA,NA,NA,NA,NA,NA,NA,0.1054,NA,NA,0.008,NA
75,"12-030","U/N Reef (12-030)",143.7,-12.01,0.1279,NA,NA,NA,0.0032,0.069,0.1043,0.0131,0.0325,5e-04,0.199,NA,NA,3e-04,NA,NA,0.0708,NA,0.0052,0.0796,0.0837,NA,NA,NA,NA,NA,NA,NA,0.1021,NA,NA,0.008,NA
76,"12-030","U/N Reef (12-030)",143.71,-12.01,0.1261,NA,NA,NA,0.0032,0.0687,0.0949,0.0133,0.0323,6e-04,0.2043,NA,NA,3e-04,NA,NA,0.0724,NA,0.0054,0.081,0.0829,NA,NA,NA,NA,NA,NA,NA,0.1005,NA,NA,0.0081,NA
77,"12-030","U/N Reef (12-030)",143.72,-12.01,0.123,NA,NA,NA,0.0033,0.0684,0.0861,0.0135,0.032,6e-04,0.2094,NA,NA,4e-04,NA,NA,0.074,NA,0.0057,0.0823,0.082,NA,NA,NA,NA,NA,NA,NA,0.1002,NA,NA,0.0084,NA
78,"12-030","U/N Reef (12-030)",143.73,-12.01,0.1189,NA,NA,NA,0.0033,0.0681,0.0781,0.0138,0.0317,6e-04,0.2143,NA,NA,4e-04,NA,NA,0.0755,NA,0.006,0.0834,0.0812,NA,NA,NA,NA,NA,NA,NA,0.101,NA,NA,0.0087,NA
79,"12-030","U/N Reef (12-030)",143.74,-12.01,0.1142,NA,NA,NA,0.0033,0.0678,0.0709,0.0139,0.0314,7e-04,0.219,NA,NA,4e-04,NA,NA,0.0769,NA,0.0065,0.0845,0.0804,NA,NA,NA,NA,NA,NA,NA,0.1027,NA,NA,0.0091,NA
80,"12-030","U/N Reef (12-030)",143.75,-12.01,0.1091,NA,NA,NA,0.0033,0.0674,0.0648,0.0141,0.0311,7e-04,0.2235,NA,NA,4e-04,NA,NA,0.0782,NA,0.0069,0.0854,0.0795,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA,0.0096,NA
81,"12-030","U/N Reef (12-030)",143.76,-12.01,0.1039,NA,NA,NA,0.0033,0.067,0.0597,0.0143,0.0308,8e-04,0.2279,NA,NA,5e-04,NA,NA,0.0794,NA,0.0075,0.0863,0.0787,NA,NA,NA,NA,NA,NA,NA,0.1078,NA,NA,0.0102,NA
82,"12-030","U/N Reef (12-030)",143.77,-12.01,0.0987,NA,NA,NA,0.0033,0.0666,0.0559,0.0144,0.0306,8e-04,0.232,NA,NA,5e-04,NA,NA,0.0806,NA,0.0081,0.0871,0.0778,NA,NA,NA,NA,NA,NA,NA,0.111,NA,NA,0.0108,NA
83,"12-030","U/N Reef (12-030)",143.78,-12.01,0.0935,NA,NA,NA,0.0033,0.0662,0.0531,0.0146,0.0303,9e-04,0.236,NA,NA,5e-04,NA,NA,0.0817,NA,0.0087,0.0878,0.077,NA,NA,NA,NA,NA,NA,NA,0.1144,NA,NA,0.0114,NA
84,"12-030","U/N Reef (12-030)",143.79,-12.01,0.0885,NA,NA,NA,0.0033,0.0658,0.0514,0.0147,0.03,9e-04,0.2399,NA,NA,6e-04,NA,NA,0.0827,NA,0.0094,0.0884,0.0762,NA,NA,NA,NA,NA,NA,NA,0.1179,NA,NA,0.0121,NA
85,"12-030","U/N Reef (12-030)",143.8,-12.01,0.0836,NA,NA,NA,0.0034,0.0653,0.0508,0.0148,0.0297,0.001,0.2436,NA,NA,6e-04,NA,NA,0.0837,NA,0.0101,0.089,0.0754,NA,NA,NA,NA,NA,NA,NA,0.1216,NA,NA,0.0128,NA
86,"12-031","U/N Reef (12-031)",143.93,-12.01,0.0268,NA,NA,NA,0.0036,0.0594,0.0814,0.0159,0.0265,0.0018,0.2828,NA,NA,0.001,NA,NA,0.0918,NA,0.0206,0.0938,0.0669,NA,NA,NA,NA,NA,NA,NA,0.1648,NA,NA,0.0224,NA
87,"12-001","Haggerston Reef (12-001)",143.3,-12.02,0.0392,NA,NA,NA,0.0034,0.0454,0.1302,0.0127,0.017,0.0014,0.1479,NA,NA,6e-04,NA,NA,0.0701,NA,0.0237,0.0833,0.0506,NA,NA,NA,NA,NA,NA,NA,0.4419,NA,NA,0.0268,NA
88,"12-003a","Mason Reef (12-003a)",143.35,-12.02,0.0387,NA,NA,NA,0.0034,0.0501,0.1708,0.0108,0.02,0.0014,0.1277,NA,NA,6e-04,NA,NA,0.0593,NA,0.0211,0.0706,0.0574,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,0.0252,NA
